fold_id,candidate,family,train_runs,validation_run,test_run,selected_config_id,selected_q_threshold,selected_hi_value,selected_lo_value,validation_score,validation_return,validation_trades,validation_fill_rate,delay_seconds,max_spread,max_overround,min_depth,max_adverse_slippage,fixed_slippage,fraction
34,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1",27199408085_attempt1,27269618919_attempt1,d8_sp40_ov30_dep100_adv15_fix25_f200,0.95,0.6301912417399801,-0.6904096193375259,0.8993489583333333,0.03496524006189583,12,0.42857142857142855,8,0.04,0.03,100.0,0.015,0.0025,0.02
34,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1",27199408085_attempt1,27269618919_attempt1,d4_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5483666872656434,-0.5547138848189519,0.8798828124999999,-0.004827872888623408,15,0.4716981132075472,4,0.04,0.03,100.0,0.015,0.0025,0.01
35,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1",27269618919_attempt1,27340390720_attempt1,d8_sp40_ov30_dep100_adv15_fix25_f200,,,,0.812890625,0.043774154153391365,16,0.45348837209302323,8,0.04,0.03,100.0,0.015,0.0025,0.02
35,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1",27269618919_attempt1,27340390720_attempt1,d8_sp40_ov30_dep300_adv5_fix25_f100,0.95,0.629374630672788,-0.6941041578338537,0.8915364583333334,0.003068232448314001,15,0.4358974358974359,8,0.04,0.03,300.0,0.005,0.0025,0.01
35,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1",27269618919_attempt1,27340390720_attempt1,d8_sp40_ov30_dep300_adv15_fix25_f100,0.9,0.5476132678910703,-0.5553060414074427,0.8658203124999998,0.022340869738023406,11,0.32653061224489793,8,0.04,0.03,300.0,0.015,0.0025,0.01
36,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1",27340390720_attempt1,27410119221_attempt1,d4_sp40_ov30_dep300_adv15_fix25_f100,,,,0.941015625,-0.004032783301324838,16,0.43478260869565216,4,0.04,0.03,300.0,0.015,0.0025,0.01
36,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1",27340390720_attempt1,27410119221_attempt1,d8_sp40_ov30_dep100_adv5_fix75_f100,0.85,0.2584066138218092,-0.27426788386653933,0.8032552083333334,0.01786218974249998,16,0.3880597014925373,8,0.04,0.03,100.0,0.005,0.0075,0.01
36,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1",27340390720_attempt1,27410119221_attempt1,d4_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5475970867637746,-0.5546999441518516,0.9087890624999999,0.07510847388514175,18,0.6101694915254238,4,0.04,0.03,100.0,0.015,0.0025,0.01
37,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1",27410119221_attempt1,27464308599_attempt1,d8_sp40_ov30_dep300_adv5_fix25_f100,,,,0.859765625,0.004246436788619912,7,0.12727272727272726,8,0.04,0.03,300.0,0.005,0.0025,0.01
37,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1",27410119221_attempt1,27464308599_attempt1,d8_sp40_ov30_dep300_adv15_fix25_f100,0.85,0.2583684080798417,-0.27289990659198854,0.8529947916666666,0.020777332394753545,17,0.36363636363636365,8,0.04,0.03,300.0,0.015,0.0025,0.01
37,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1",27410119221_attempt1,27464308599_attempt1,d4_sp40_ov30_dep300_adv5_fix25_f100,0.9,0.5488545374009314,-0.5548219691791075,0.8783203124999999,0.0046228699199324375,13,0.30158730158730157,4,0.04,0.03,300.0,0.005,0.0025,0.01
38,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1",27464308599_attempt1,27496226714_attempt1,d4_sp40_ov30_dep300_adv15_fix25_f200,,,,0.760546875,0.05549286590873215,8,0.2857142857142857,4,0.04,0.03,300.0,0.015,0.0025,0.02
38,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1",27464308599_attempt1,27496226714_attempt1,d8_sp40_ov30_dep300_adv15_fix25_f100,0.85,0.25606335131239216,-0.26956496186229034,0.8583806818181817,0.02306066628642589,18,0.3188405797101449,8,0.04,0.03,300.0,0.015,0.0025,0.01
38,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1",27464308599_attempt1,27496226714_attempt1,d8_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.550234318017581,-0.5554532605729449,0.8955078124999999,-0.023126646385024374,18,0.44285714285714284,8,0.04,0.03,100.0,0.015,0.0025,0.01
39,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1",27496226714_attempt1,27540844174_attempt1,d4_sp60_ov30_dep100_adv15_fix25_f100,,,,0.9691406250000001,-0.01011786737338094,16,0.58,4,0.06,0.03,100.0,0.015,0.0025,0.01
39,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1",27496226714_attempt1,27540844174_attempt1,d8_sp40_ov30_dep100_adv5_fix75_f100,0.85,0.2575770163111495,-0.26547776414925606,0.947265625,0.019144821334194928,17,0.39215686274509803,8,0.04,0.03,100.0,0.005,0.0075,0.01
39,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1",27496226714_attempt1,27540844174_attempt1,d4_sp40_ov30_dep300_adv5_fix25_f100,0.95,0.6904697281128929,-0.6963833318047988,0.8994140625,0.020334858671680056,14,0.4857142857142857,4,0.04,0.03,300.0,0.005,0.0025,0.01
40,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1",27540844174_attempt1,27612222130_attempt1,d4_sp40_ov30_dep300_adv5_fix25_f100,,,,0.8222656249999999,0.02170749525537663,19,0.3548387096774194,4,0.04,0.03,300.0,0.005,0.0025,0.01
40,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1",27540844174_attempt1,27612222130_attempt1,d4_sp40_ov50_dep100_adv15_fix25_f100,0.85,0.25492552904886523,-0.2628428354089429,0.859375,0.01766491384466118,20,0.631578947368421,4,0.04,0.05,100.0,0.015,0.0025,0.01
40,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1",27540844174_attempt1,27612222130_attempt1,d8_sp40_ov30_dep300_adv15_fix25_f100,0.9,0.5536565991779072,-0.5590334502550276,0.8365234375,0.020799619682448922,13,0.34615384615384615,8,0.04,0.03,300.0,0.015,0.0025,0.01
41,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1",27612222130_attempt1,27683808024_attempt1,d4_sp40_ov30_dep300_adv15_fix75_f200,,,,0.808203125,0.12730220583883423,20,0.43661971830985913,4,0.04,0.03,300.0,0.015,0.0075,0.02
41,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1",27612222130_attempt1,27683808024_attempt1,d8_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.3948719416600994,-0.3982507677317121,0.8477864583333332,0.0006004219261526167,19,0.44680851063829785,8,0.04,0.03,100.0,0.015,0.0025,0.01
41,size_imbalance_uncertainty,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1",27612222130_attempt1,27683808024_attempt1,d8_sp40_ov30_dep100_adv5_fix25_f100,0.9,0.5529437750484332,-0.5598409407546694,0.8033203124999999,0.06875031841101764,17,0.4642857142857143,8,0.04,0.03,100.0,0.005,0.0025,0.01
42,classic_early_drop_down,classic_microstructure,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1",27683808024_attempt1,27754758156_attempt1,d8_sp40_ov30_dep100_adv15_fix25_f100,,,,0.897265625,0.02583855801360735,20,0.43661971830985913,8,0.04,0.03,100.0,0.015,0.0025,0.01
42,btc2_path_eff,alphaforge_interaction,"24949259015_attempt1,24952032748_attempt1,24986940107_attempt1,25044896828_attempt1,25100490855_attempt1,25157440693_attempt1,25208977834_attempt1,25247789591_attempt1,25274678535_attempt1,25311264469_attempt1,25367630341_attempt1,25427145257_attempt1,25487949887_attempt1,25545252940_attempt1,25596809734_attempt1,25624592440_attempt1,25665168591_attempt1,25791429807_attempt1,25852951350_attempt1,25911485679_attempt1,25957739510_attempt1,25986690554_attempt1,26029755017_attempt1,26091905404_attempt1,26156603287_attempt1,26221008452_attempt1,26357456273_attempt1,26709070227_attempt1,26709294970_attempt1,26755468029_attempt1,26832707302_attempt1,26944523023_attempt1,27008365180_attempt1,27059341408_attempt1,27089462916_attempt1,27130700451_attempt1,27199408085_attempt1,27269618919_attempt1,27340390720_attempt1,27410119221_attempt1,27464308599_attempt1,27496226714_attempt1,27540844174_attempt1,27612222130_attempt1",27683808024_attempt1,27754758156_attempt1,d4_sp40_ov30_dep100_adv5_fix25_f100,0.85,0.25407141911085906,-0.26219584047718103,0.9313802083333333,0.008318876770150307,19,0.3246753246753247,4,0.04,0.03,100.0,0.005,0.0025,0.01
