candidate,family,entry_minute,config_id,q_threshold,hi_value,lo_value,signals,eligible_fills,trades,fill_rate_vs_signals,trade_rate_vs_signals,ending_bankroll,total_return,max_drawdown,win_rate,avg_pnl,profit_factor,delay_seconds,max_spread,max_overround,min_depth,max_adverse_slippage,fixed_slippage,fraction,worst_144_return,median_144_return,positive_144_rate,active_144_rate,split,fold_id,run_label
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv5_fix25_f100,,,,47,9,9,0.19148936170212766,0.19148936170212766,101.36796100063651,0.013679610006365195,0.020227696892294582,0.7777777777777778,0.15199566673738843,1.6685228301574302,4,0.04,0.03,300.0,0.005,0.0025,0.01,-0.014431499953698967,0.0015559713741253312,0.6756756756756757,1.0,validation,2,25100490855_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv5_fix25_f100,,,,51,8,8,0.1568627450980392,0.1568627450980392,100.45480816104656,0.004548081610465493,0.011826917543996984,0.75,0.05685102013081861,1.2244470300426755,4,0.04,0.03,300.0,0.005,0.0025,0.01,0.003451873681233897,0.008513030321108728,1.0,1.0,test,2,25157440693_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.85,0.2607274550011046,-0.23001755496943704,296,119,63,0.40202702702702703,0.21283783783783783,94.04544451603384,-0.05954555483966162,0.06494862186963075,0.7619047619047619,-0.09451675371374901,0.5972403230487743,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.044639502753736515,-0.0008646402191577751,0.4439140811455847,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.85,0.2607274550011046,-0.23001755496943704,60,21,14,0.35,0.23333333333333334,101.71547618085616,0.01715476180856168,0.010163265306122491,0.9285714285714286,0.1225340129182969,2.680461886418101,4,0.04,0.03,100.0,0.015,0.0025,0.01,0.0010503176891465404,0.007936409954754087,1.0,1.0,validation,2,25100490855_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.85,0.2607274550011046,-0.23001755496943704,74,30,20,0.40540540540540543,0.2702702702702703,99.2199922057278,-0.007800077942721972,0.024154151966983478,0.8,-0.03900038971361018,0.8056785237157487,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.023443608081225142,0.0017543215317379346,0.5897435897435898,1.0,test,2,25157440693_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv5_fix25_f100,0.95,0.6822647863991664,-0.7017889606028253,98,45,33,0.45918367346938777,0.336734693877551,111.07747931310702,0.1107747931310703,0.04340042001207407,0.5151515151515151,0.33568119130627366,1.6202039394316234,8,0.04,0.03,100.0,0.005,0.0025,0.01,-0.030548408706294494,0.007284027210058497,0.6503579952267303,1.0,train,2,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv5_fix25_f100,0.95,0.6822647863991664,-0.7017889606028253,17,8,6,0.47058823529411764,0.35294117647058826,100.68592437545838,0.006859243754583799,0.020353051750629306,0.5,0.1143207292430638,1.2241875529554562,8,0.04,0.03,100.0,0.005,0.0025,0.01,-0.0066379944751381315,0.023447512195121867,0.972972972972973,1.0,validation,2,25100490855_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv5_fix25_f100,0.95,0.6822647863991664,-0.7017889606028253,24,11,6,0.4583333333333333,0.25,100.07004054053397,0.0007004054053396658,0.030337754713777088,0.5,0.011673423422328114,1.0230869229429695,8,0.04,0.03,100.0,0.005,0.0025,0.01,-0.020357357842975543,-0.010254777070063725,0.3333333333333333,1.0,test,2,25157440693_attempt1
classic_early_drop_down,classic_microstructure,1,d8_sp40_ov30_dep100_adv15_fix25_f100,,,,279,95,68,0.34050179211469533,0.24372759856630824,94.73359634878916,-0.05266403651210838,0.07235014214736171,0.6323529411764706,-0.0774471125178061,0.7901626360168162,8,0.04,0.03,100.0,0.015,0.0025,0.01,-0.038469298877037095,-0.003898557322604912,0.3342490842490842,1.0,train,3,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1
classic_early_drop_down,classic_microstructure,1,d8_sp40_ov30_dep100_adv15_fix25_f100,,,,51,19,13,0.37254901960784315,0.2549019607843137,102.8184423083415,0.028184423083414956,0.010165975103734438,0.8461538461538461,0.2168032544878085,2.377768562679456,8,0.04,0.03,100.0,0.015,0.0025,0.01,-0.002778300996694516,0.008436472449208532,0.9230769230769231,1.0,validation,3,25157440693_attempt1
classic_early_drop_down,classic_microstructure,1,d8_sp40_ov30_dep100_adv15_fix25_f100,,,,29,12,12,0.41379310344827586,0.41379310344827586,100.79292653302011,0.007929265330200996,0.010129449838187659,0.8333333333333334,0.06607721108500751,1.3888037892212812,8,0.04,0.03,100.0,0.015,0.0025,0.01,-0.0006762698743552065,0.0076674041091867595,0.8362068965517241,1.0,test,3,25208977834_attempt1
btc2_path_eff,alphaforge_interaction,2,d8_sp60_ov30_dep100_adv15_fix25_f200,0.9,0.36784170032948177,-0.3237942523339369,248,80,63,0.3225806451612903,0.2540322580645161,97.19191700684064,-0.028080829931593554,0.07491001380494225,0.7936507936507936,-0.04457274592316462,0.8922963883705839,8,0.06,0.03,100.0,0.015,0.0025,0.02,-0.07491001380494244,0.006527380657193715,0.5467032967032966,1.0,train,3,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1
btc2_path_eff,alphaforge_interaction,2,d8_sp60_ov30_dep100_adv15_fix25_f200,0.9,0.36784170032948177,-0.3237942523339369,54,20,17,0.37037037037037035,0.3148148148148148,103.04100555991715,0.030410055599171537,0.02024615384615379,0.9411764705882353,0.17888267999512553,2.467646708343172,8,0.06,0.03,100.0,0.015,0.0025,0.02,-0.006685354955289768,0.011329415219094141,0.8888888888888888,1.0,validation,3,25157440693_attempt1
btc2_path_eff,alphaforge_interaction,2,d8_sp60_ov30_dep100_adv15_fix25_f200,0.9,0.36784170032948177,-0.3237942523339369,40,9,9,0.225,0.225,102.32361468029146,0.023236146802914526,0.0,1.0,0.25817940892127283,,8,0.06,0.03,100.0,0.015,0.0025,0.02,0.007196794817951657,0.015924744863650808,1.0,1.0,test,3,25208977834_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv5_fix25_f100,0.95,0.6775947102309781,-0.6936936508081002,124,55,37,0.4435483870967742,0.29838709677419356,107.95489568936799,0.0795489568936798,0.06381906711393673,0.4864864864864865,0.21499718079372934,1.3821684413865138,8,0.04,0.03,100.0,0.005,0.0025,0.01,-0.04030801208544721,0.003066785550807971,0.51007326007326,1.0,train,3,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv5_fix25_f100,0.95,0.6775947102309781,-0.6936936508081002,25,11,6,0.44,0.24,100.07004054053397,0.0007004054053396658,0.030337754713777088,0.5,0.011673423422328114,1.0230869229429695,8,0.04,0.03,100.0,0.005,0.0025,0.01,-0.020357357842975543,-0.010254777070063725,0.3333333333333333,1.0,validation,3,25157440693_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv5_fix25_f100,0.95,0.6775947102309781,-0.6936936508081002,42,18,12,0.42857142857142855,0.2857142857142857,101.75764487170046,0.0175764487170047,0.031678588572840255,0.5,0.1464704059750373,1.2883296502439203,8,0.04,0.03,100.0,0.005,0.0025,0.01,-0.03167858857284045,-0.011547540144863921,0.49137931034482757,1.0,test,3,25208977834_attempt1
classic_early_drop_down,classic_microstructure,1,d8_sp40_ov30_dep100_adv5_fix25_f100,,,,330,92,73,0.2787878787878788,0.22121212121212122,96.99068273552564,-0.03009317264474365,0.0824581876003542,0.6575342465753424,-0.041223524170881605,0.8804702060573936,8,0.04,0.03,100.0,0.005,0.0025,0.01,-0.03311692842927072,-0.006451961435886111,0.3801775147928994,1.0,train,4,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1
classic_early_drop_down,classic_microstructure,1,d8_sp40_ov30_dep100_adv5_fix25_f100,,,,29,8,8,0.27586206896551724,0.27586206896551724,101.41150642834478,0.014115064283447776,0.010129449838187747,0.875,0.1764383035430982,2.36808908356362,8,0.04,0.03,100.0,0.005,0.0025,0.01,0.006147080063812593,0.009253970593779304,1.0,1.0,validation,4,25208977834_attempt1
classic_early_drop_down,classic_microstructure,1,d8_sp40_ov30_dep100_adv5_fix25_f100,,,,43,2,2,0.046511627906976744,0.046511627906976744,99.20067871894642,-0.007993212810535777,0.010155642023346343,0.5,-0.3996606405267884,0.21464455311361644,8,0.04,0.03,100.0,0.005,0.0025,0.01,-0.007993212810535666,0.0021846153846154515,0.875,1.0,test,4,25247789591_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f200,0.85,0.25546689240314197,-0.21870777416844062,450,177,96,0.3933333333333333,0.21333333333333335,94.42274898483225,-0.0557725101516775,0.1279213345393405,0.7916666666666666,-0.05809636474133084,0.8530578793444864,4,0.04,0.03,100.0,0.015,0.0025,0.02,-0.08777061268007014,-0.0010092008616563453,0.4844674556213018,1.0,train,4,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f200,0.85,0.25546689240314197,-0.21870777416844062,73,30,17,0.410958904109589,0.2328767123287671,106.73218605139101,0.06732186051391009,0.02048484848484848,0.9411764705882353,0.3960109441994698,4.16222971939963,4,0.04,0.03,100.0,0.015,0.0025,0.02,-0.0051796476751032605,0.026009497850002283,0.9741379310344828,1.0,validation,4,25208977834_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f200,0.85,0.25546689240314197,-0.21870777416844062,97,28,19,0.28865979381443296,0.1958762886597938,103.48192718926637,0.03481927189266365,0.03771880713873585,0.8947368421052632,0.18325932575085963,1.8157115199869485,4,0.04,0.03,100.0,0.015,0.0025,0.02,-0.0033290498386828737,0.03827574358936814,0.9090909090909091,1.0,test,4,25247789591_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5560119511075292,-0.5542233611501549,300,140,75,0.4666666666666667,0.25,93.63204513111832,-0.06367954868881687,0.18334380662224517,0.4266666666666667,-0.0849060649184219,0.8565792362902809,8,0.04,0.03,100.0,0.015,0.0025,0.01,-0.060584601938945215,-0.01532511572869022,0.3099112426035503,1.0,train,4,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5560119511075292,-0.5542233611501549,61,27,19,0.4426229508196721,0.3114754098360656,106.56702142007697,0.06567021420076968,0.03618987846489673,0.5789473684210527,0.34563270631984144,1.7941978231982754,8,0.04,0.03,100.0,0.015,0.0025,0.01,-0.028875937876612134,0.013887810396713052,0.7068965517241379,1.0,validation,4,25208977834_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5560119511075292,-0.5542233611501549,45,15,11,0.3333333333333333,0.24444444444444444,98.8057383802855,-0.011942616197144984,0.024841247507734466,0.45454545454545453,-0.10856923815586615,0.8070402106906593,8,0.04,0.03,100.0,0.015,0.0025,0.01,-0.024841247507734865,-0.00389851048833878,0.25,1.0,test,4,25247789591_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv15_fix25_f100,,,,359,62,58,0.17270194986072424,0.1615598885793872,102.89720620330694,0.028972062033069346,0.04140459249151303,0.7758620689655172,0.0499518310914989,1.215599651048831,4,0.04,0.03,300.0,0.015,0.0025,0.01,-0.026015136338593092,0.0014782608695651511,0.5450031036623215,0.957790192427064,train,5,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv15_fix25_f100,,,,43,8,8,0.18604651162790697,0.18604651162790697,101.33661656401117,0.013366165640111616,0.01015325670498079,0.875,0.16707707050139614,2.304642785873237,4,0.04,0.03,300.0,0.015,0.0025,0.01,-0.0012016560253791386,0.008210765654165564,0.75,1.0,validation,5,25247789591_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv15_fix25_f100,,,,66,6,6,0.09090909090909091,0.09090909090909091,100.49348216586137,0.004934821658613586,0.010148698884758327,0.6666666666666666,0.08224702764356,1.2416327485813643,4,0.04,0.03,300.0,0.015,0.0025,0.01,-0.002805435317004279,0.007418552220399777,0.8380952380952381,1.0,test,5,25274678535_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep300_adv15_fix25_f200,0.9,0.3591155107979699,-0.3188958179168238,352,75,71,0.21306818181818182,0.20170454545454544,100.59071067883977,0.005907106788397787,0.06986926107033103,0.8732394366197183,0.008319868716053645,1.03139026808936,4,0.04,0.03,300.0,0.015,0.0025,0.02,-0.058777108241123366,0.006209395654147354,0.606455617628802,1.0,train,5,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep300_adv15_fix25_f200,0.9,0.3591155107979699,-0.3188958179168238,72,10,10,0.1388888888888889,0.1388888888888889,105.63142725159746,0.05631427251597465,0.0,1.0,0.5631427251597444,,4,0.04,0.03,300.0,0.015,0.0025,0.02,0.02398603575976077,0.05002055060131627,1.0,1.0,validation,5,25247789591_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep300_adv15_fix25_f200,0.9,0.3591155107979699,-0.3188958179168238,61,8,8,0.13114754098360656,0.13114754098360656,97.16481657363727,-0.028351834263627307,0.030743966708774415,0.75,-0.35439792829534134,0.2971623882706476,4,0.04,0.03,300.0,0.015,0.0025,0.02,-0.030743966708774106,-0.010683783212671272,0.0,1.0,test,5,25274678535_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5730214902117642,-0.5547384461654494,352,164,89,0.4659090909090909,0.2528409090909091,104.85249216601304,0.04852492166013045,0.16612151393976643,0.449438202247191,0.05452238388778728,1.097618309065265,8,0.04,0.03,100.0,0.015,0.0025,0.01,-0.060584601938945215,-0.00986669165487053,0.4127870887647424,1.0,train,5,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5730214902117642,-0.5547384461654494,43,14,11,0.32558139534883723,0.2558139534883721,101.6152029987009,0.016152029987009042,0.02266342269850042,0.5454545454545454,0.14683663624553447,1.3085448206358559,8,0.04,0.03,100.0,0.015,0.0025,0.01,-0.00973598483800131,-0.0012280827359052449,0.48863636363636365,1.0,validation,5,25247789591_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv15_fix25_f100,0.9,0.5730214902117642,-0.5547384461654494,49,25,14,0.5102040816326531,0.2857142857142857,107.22414870363329,0.07224148703633282,0.04049504600327249,0.5,0.5160106216880929,1.926990713869695,8,0.04,0.03,100.0,0.015,0.0025,0.01,-0.022844624161566296,-0.0025485908201935414,0.3523809523809524,1.0,test,5,25274678535_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp60_ov30_dep100_adv15_fix25_f100,,,,402,150,101,0.373134328358209,0.2512437810945274,96.98277331705052,-0.03017226682949481,0.07903547405628122,0.7128712871287128,-0.029873531514351754,0.8947407392021949,4,0.06,0.03,100.0,0.015,0.0025,0.01,-0.03754936157958422,-0.0010558006956428168,0.46796959826275786,1.0,train,6,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp60_ov30_dep100_adv15_fix25_f100,,,,66,15,14,0.22727272727272727,0.21212121212121213,102.4144902344991,0.024144902344990893,0.015969413224422038,0.7857142857142857,0.17246358817850485,1.771832269328058,4,0.06,0.03,100.0,0.015,0.0025,0.01,-0.0030224177578626055,0.01940146278657151,0.8380952380952381,1.0,validation,6,25274678535_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp60_ov30_dep100_adv15_fix25_f100,,,,66,30,20,0.45454545454545453,0.30303030303030304,97.06676054042549,-0.029332394595745104,0.035784419591349634,0.65,-0.14666197297872613,0.5816811397712629,4,0.06,0.03,100.0,0.015,0.0025,0.01,-0.016946593582742198,-0.009954733407073757,0.056,1.0,test,6,25311264469_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.95,0.6030917661662675,-0.5680387229547454,200,72,71,0.36,0.355,102.21425403825867,0.022142540382586784,0.03706043098473947,0.9154929577464789,0.03118667659519294,1.366601532214492,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.020118707444178097,0.004956486215235367,0.7084690553745928,0.992399565689468,train,6,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.95,0.6030917661662675,-0.5680387229547454,28,9,9,0.32142857142857145,0.32142857142857145,99.93115080907441,-0.0006884919092559061,0.010107238605898062,0.8888888888888888,-0.007649910102845359,0.931881304468828,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.0066381111400735104,0.0071295868330003564,0.7333333333333333,1.0,validation,6,25274678535_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv15_fix25_f100,0.95,0.6030917661662675,-0.5680387229547454,29,10,10,0.3448275862068966,0.3448275862068966,100.01604341880905,0.00016043418809053023,0.010107238605898175,0.9,0.001604341880903988,1.0158538847612268,4,0.04,0.03,100.0,0.015,0.0025,0.01,-0.0057470283754258444,-0.003722257886099256,0.328,1.0,test,6,25311264469_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv5_fix25_f200,0.95,0.6930643890007477,-0.6925145112935651,200,85,60,0.425,0.3,125.4674531223766,0.25467453122376593,0.11601124952217348,0.5,0.42445755203960966,1.345457955484787,8,0.04,0.03,100.0,0.005,0.0025,0.02,-0.0628273287546609,0.011877084191277198,0.5998914223669924,1.0,train,6,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv5_fix25_f200,0.95,0.6930643890007477,-0.6925145112935651,25,13,9,0.52,0.36,108.35558166430972,0.08355581664309719,0.060131113274910795,0.5555555555555556,0.9283979627010831,1.9318238126799017,8,0.04,0.03,100.0,0.005,0.0025,0.02,-0.02549195646932534,-0.0023406604075467685,0.41904761904761906,1.0,validation,6,25274678535_attempt1
size_imbalance_uncertainty,alphaforge_interaction,2,d8_sp40_ov30_dep100_adv5_fix25_f200,0.95,0.6930643890007477,-0.6925145112935651,28,14,10,0.5,0.35714285714285715,104.6821196749073,0.046821196749073035,0.040744905464905494,0.5,0.46821196749073035,1.4320181635168256,8,0.04,0.03,100.0,0.005,0.0025,0.02,-0.015209048513110446,0.032837091498335136,0.992,1.0,test,6,25311264469_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv15_fix25_f100,,,,468,76,72,0.1623931623931624,0.15384615384615385,104.78711373016623,0.04787113730166226,0.04140459249151303,0.7777777777777778,0.0664876906967527,1.2880051155188807,4,0.04,0.03,300.0,0.015,0.0025,0.01,-0.026015136338593092,0.0033729494712104735,0.6167464114832536,0.9674641148325359,train,7,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv15_fix25_f100,,,,66,16,13,0.24242424242424243,0.19696969696969696,101.27791304569338,0.012779130456933796,0.013783214543901856,0.8461538461538461,0.0983010035148751,1.6289643344086189,4,0.04,0.03,300.0,0.015,0.0025,0.01,-0.006390551920021803,0.010095236111296924,0.672,1.0,validation,7,25311264469_attempt1
classic_early_drop_down,classic_microstructure,1,d4_sp40_ov30_dep300_adv15_fix25_f100,,,,61,14,12,0.22950819672131148,0.19672131147540983,103.57572966405665,0.035757296640566594,0.010126182965299697,0.9166666666666666,0.2979774720047219,4.50520815697823,4,0.04,0.03,300.0,0.015,0.0025,0.01,-0.0027938907234358323,0.014165450286003134,0.7281553398058253,1.0,test,7,25367630341_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv5_fix25_f100,0.9,0.37504298409997433,-0.35599556790186143,448,116,101,0.25892857142857145,0.22544642857142858,97.52325549301727,-0.02476744506982731,0.04941817941413822,0.8415841584158416,-0.024522222841412953,0.8464670465794703,4,0.04,0.03,100.0,0.005,0.0025,0.01,-0.03866016486754209,0.004724747990384026,0.5588516746411484,1.0,train,7,24949259015_attempt1+24952032748_attempt1+24986940107_attempt1+25044896828_attempt1+25100490855_attempt1+25157440693_attempt1+25208977834_attempt1+25247789591_attempt1+25274678535_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv5_fix25_f100,0.9,0.37504298409997433,-0.35599556790186143,59,16,16,0.2711864406779661,0.2711864406779661,101.56256658117631,0.015625665811763056,0.010112044817927173,0.9375,0.09766041132351971,2.5405759652818922,4,0.04,0.03,100.0,0.005,0.0025,0.01,-0.005871262552850975,0.013383154343830972,0.72,1.0,validation,7,25311264469_attempt1
btc2_path_eff,alphaforge_interaction,2,d4_sp40_ov30_dep100_adv5_fix25_f100,0.9,0.37504298409997433,-0.35599556790186143,49,11,11,0.22448979591836735,0.22448979591836735,98.96761272492161,-0.010323872750783947,0.011654881935569869,0.8181818181818182,-0.09385338864348976,0.49115914343970674,4,0.04,0.03,100.0,0.005,0.0025,0.01,-0.005388849463680123,-0.002028913784002051,0.33980582524271846,1.0,test,7,25367630341_attempt1
