strategy,factor,family,entry_minute,q_threshold,trades,ending_bankroll,total_return,max_drawdown,win_rate,avg_pnl,profit_factor,worst_144_return,median_144_return,positive_144_rate,active_144_rate,split,hi_value,lo_value,selection_rank
expr_btc_4m_signed_log__q70,expr_btc_4m_signed_log,alphaforge_unary,4,0.7,207,91.85758476343614,-0.0814241523656386,0.23806885198672956,0.9082125603864735,-0.03933533930707068,0.8511565155196256,-0.15226536680473202,-0.019234192304851128,0.3841886269070735,1.0,latest72h,0.3563308784814953,-0.3869752055142152,18
expr_btc_4m_signed_log__q70,expr_btc_4m_signed_log,alphaforge_unary,4,0.7,1732,17.790321475513906,-0.822096785244861,0.8544123704669581,0.8851039260969977,-0.04746517235824813,0.6986386352887789,-0.2488670909341003,-0.04244483455629766,0.3298865910607071,1.0,test,0.3563308784814953,-0.3869752055142152,18
expr_btc_4m_signed_log__q70,expr_btc_4m_signed_log,alphaforge_unary,4,0.7,3885,895.6593188384052,7.956593188384051,0.9317180596055115,0.8841698841698842,0.2048029134719228,1.026812978082606,-0.28612788817693346,-0.023805773126058416,0.41577385857919896,1.0,train,0.3563308784814953,-0.3869752055142152,18
expr_btc_4m_signed_log__q70,expr_btc_4m_signed_log,alphaforge_unary,4,0.7,2092,201.78345090792965,1.0178345090792966,0.34289169244083534,0.9048757170172084,0.0486536572217649,1.1005718993647893,-0.2211770014028216,0.015206722851160315,0.5608739159439626,1.0,validation,0.3563308784814953,-0.3869752055142152,18
expr_btc_4m_rollz60__q85,expr_btc_4m_rollz60,alphaforge_unary,4,0.85,2381,3489.068785847509,33.89068785847509,0.6544862276938669,0.9029819403611927,1.4233804224475295,1.179300418102989,-0.21977794478669244,0.0040000000000000036,0.616172374242176,1.0,full,0.9306202752052476,-0.9442186967792033,19
expr_btc_4m_rollz60__q85,expr_btc_4m_rollz60,alphaforge_unary,4,0.85,107,107.79107793137652,0.07791077931376522,0.05846476856554135,0.9345794392523364,0.07281381244277216,1.601273021683877,-0.044240247267384514,0.014183116514181693,0.6643550624133149,1.0,latest72h,0.9306202752052476,-0.9442186967792033,19
expr_btc_4m_rollz60__q85,expr_btc_4m_rollz60,alphaforge_unary,4,0.85,623,83.75617062030584,-0.16243829379694164,0.2820965889605453,0.8860353130016051,-0.02607356240721302,0.8314700246744194,-0.11060487002165253,0.0016842105263157325,0.5263509006004002,1.0,test,0.9306202752052476,-0.9442186967792033,19
expr_btc_4m_rollz60__q85,expr_btc_4m_rollz60,alphaforge_unary,4,0.85,1157,3289.003715163828,31.890037151638282,0.6479896977177336,0.909248055315471,2.7562694167362625,1.2480566787484433,-0.21977794478669244,0.002093061224489823,0.5872754244272292,1.0,train,0.9306202752052476,-0.9442186967792033,19
expr_btc_4m_rollz60__q85,expr_btc_4m_rollz60,alphaforge_unary,4,0.85,601,126.65675427027698,0.26656754270276983,0.09560480851991512,0.908485856905158,0.04435400044971269,1.4317852044812678,-0.07457816337891643,0.006703088620047426,0.7700133422281521,1.0,validation,0.9306202752052476,-0.9442186967792033,19
expr_btc_4m_tanh__q90,expr_btc_4m_tanh,alphaforge_unary,4,0.9,897,15941.720937848377,158.41720937848376,0.20715092508345267,0.8784838350055741,17.66078142458019,2.631941947299623,-0.11418501777481183,0.0005354212942869641,0.5867606095362936,0.834958217270195,full,0.927296087888014,-0.9395244666738998,20
expr_btc_4m_tanh__q90,expr_btc_4m_tanh,alphaforge_unary,4,0.9,5,100.20590015378241,0.0020590015378241233,0.0,1.0,0.041180030756483764,,0.0,0.0,0.34257975034674065,0.34951456310679613,latest72h,0.927296087888014,-0.9395244666738998,20
expr_btc_4m_tanh__q90,expr_btc_4m_tanh,alphaforge_unary,4,0.9,99,99.08103342852472,-0.00918966571475277,0.04107985601103773,0.7474747474747475,-0.00928249062096153,0.8161125893228339,-0.040416666666666656,0.0,0.473815877251501,0.7269846564376251,test,0.927296087888014,-0.9395244666738998,20
expr_btc_4m_tanh__q90,expr_btc_4m_tanh,alphaforge_unary,4,0.9,595,14252.965658347975,141.52965658347975,0.180197426220051,0.9210084033613445,23.786496904786585,2.8600382126245254,-0.11418501777481183,0.0012332421628444834,0.6344981044997527,0.8887423767924839,train,0.927296087888014,-0.9395244666738998,20
expr_btc_4m_tanh__q90,expr_btc_4m_tanh,alphaforge_unary,4,0.9,203,112.88583144085042,0.12885831440850426,0.07807214285714292,0.8177339901477833,0.06347700217167714,2.4190560672954926,-0.07654296557981055,0.00040816326530612734,0.5962308205470314,0.8262174783188793,validation,0.927296087888014,-0.9395244666738998,20
