split,dimension,bucket,sample,trades,total_pnl,avg_pnl,win_rate,profit_factor,avg_edge,avg_q,avg_entry_price,verdict
test,session,asia,selected_trades,140,318.45901794910907,2.2747072710650653,0.7857142857142857,4.850626519025916,0.09118534816794409,0.5995424910250869,0.49835714285714283,strong
test,session,other,selected_trades,125,49.609509863576015,0.396876078908608,0.592,1.5739735446184508,0.05783088461062594,0.5448708846106259,0.47704,strong
test,session,us_open,selected_trades,51,159.91220900129088,3.135533509829233,0.7450980392156863,3.358125225704012,0.14599521520788603,0.6661912936392586,0.5101960784313726,strong
test,session,us_afternoon,selected_trades,41,48.6905123765834,1.1875734725995952,0.6341463414634146,1.9103312852208032,0.07085893438756581,0.5381760075582975,0.4573170731707317,strong
test,side,buy_down,selected_trades,285,640.4659391493292,2.2472489092958914,0.712280701754386,3.8966039875126923,0.09021253367800858,0.5702476213973068,0.47003508771929825,strong
test,side,buy_up,selected_trades,274,283.16762330728596,1.0334584792236714,0.6861313868613139,1.9733703791234836,0.07705544177505187,0.59402624469476,0.5069708029197081,strong
test,spread_bucket,low,selected_trades,529,836.0772073154264,1.5804862142068548,0.6956521739130435,2.694221297062544,0.08314283104468644,0.5805152318008301,0.4873724007561437,strong
test,spread_bucket,high,selected_trades,30,87.55635514118876,2.918545171372959,0.7666666666666667,5.723529062594276,0.09470685073191772,0.6063735173985844,0.5016666666666667,strong
test,vol_bucket,high,selected_trades,252,614.9464416788436,2.440263657455729,0.75,3.2752138962654262,0.11162948536171273,0.6293278980601255,0.5076984126984126,strong
test,vol_bucket,mid,selected_trades,201,273.69693306848416,1.3616762839228065,0.7014925373134329,2.578670042725192,0.07096828741768306,0.5665901779649467,0.4856218905472637,strong
test,vol_bucket,low,selected_trades,106,34.99018770928723,0.3300961104649737,0.5754716981132075,1.5117674759200317,0.04177836851406371,0.4981934628536864,0.4464150943396226,strong
train,date,2026-05-10,selected_trades,206,453.793425667309,2.2028807071228584,0.5388349514563107,1.381787672103141,0.047693480423031634,0.47987794644244913,0.4221844660194175,weak
train,date,2026-05-09,selected_trades,181,415.32027186613294,2.294587137381952,0.6022099447513812,1.8039230157155235,0.05113055359573427,0.5002465756951818,0.4391160220994475,strong
train,date,2026-05-06,selected_trades,169,220.68655975522842,1.3058376316877423,0.7337278106508875,2.9021572013988814,0.10078111226518706,0.6079408755787965,0.49715976331360945,strong
train,date,2026-05-04,selected_trades,151,50.5984162353933,0.3350888492410154,0.6423841059602649,1.7657753070176232,0.11904638767452044,0.6352053280718715,0.506158940397351,strong
train,date,2026-05-05,selected_trades,89,44.72753678348537,0.5025565930728693,0.6179775280898876,1.7799377151730904,0.07834220985504257,0.5399152435629078,0.45157303370786517,strong
train,date,2026-05-07,selected_trades,78,108.1802707294814,1.3869265478138644,0.6538461538461539,1.8611634431394553,0.07604714735270411,0.5875856088911656,0.5015384615384615,strong
train,date,2026-05-08,selected_trades,15,-10.714361663205448,-0.7142907775470297,0.4666666666666667,0.7253188417219983,0.062641377543245,0.508641377543245,0.436,thin
train,date,2026-05-03,selected_trades,3,-0.9586190738423026,-0.31953969128076753,0.3333333333333333,0.5332282521138019,0.05263863185076642,0.4893052985174331,0.42666666666666664,thin
train,depth_bucket,low,selected_trades,304,449.31887456792043,1.4780226137102646,0.6085526315789473,1.6353460272683842,0.07589132657971692,0.5561873792112959,0.4702960526315789,strong
train,depth_bucket,mid,selected_trades,297,311.32117967228794,1.0482194601760542,0.6363636363636364,1.4418945705150819,0.07786346325470639,0.5526446080358511,0.4647811447811448,strong
train,depth_bucket,high,selected_trades,291,520.9934460597744,1.790355484741493,0.6219931271477663,1.7446771155392176,0.07523284722361018,0.5423462492854658,0.4571134020618557,strong
train,entry_second_bucket,<=60s,selected_trades,719,1341.7751677503154,1.8661685226012723,0.6912378303198887,2.0018031916895027,0.08664756897531159,0.5998881809363686,0.5032406119610571,strong
train,entry_second_bucket,<=180s,selected_trades,131,-75.36014365152262,-0.5752682721490275,0.3435114503816794,0.8793015445014223,0.03259435696522433,0.354731761545377,0.31213740458015266,weak
train,entry_second_bucket,>180s,selected_trades,42,15.21847620119074,0.36234467145692223,0.30952380952380953,1.1030963193352206,0.03618351317283053,0.31546922745854483,0.2692857142857143,weak
train,overround_bucket,low,selected_trades,827,1182.0895898003737,1.4293707252725187,0.6203143893591294,1.5932445982272643,0.07500490190677855,0.5479916008185077,0.46298669891172917,strong
train,overround_bucket,high,selected_trades,65,99.54391049961002,1.5314447769170771,0.6461538461538462,1.8382117846095731,0.09323256203148358,0.5823094851084066,0.47907692307692307,strong
train,price_bucket,0.25-0.75,selected_trades,786,1392.7546722211357,1.7719525091871942,0.6717557251908397,1.9071586010988044,0.08099481800358851,0.5857658103700008,0.4947709923664122,strong
train,price_bucket,0.10-0.25,selected_trades,95,-130.7253075752388,-1.3760558692130402,0.18947368421052632,0.7705156038671933,0.03727601155059018,0.24296022207690599,0.1956842105263158,weak
train,price_bucket,0.75-0.90,selected_trades,8,12.785023995041772,1.5981279993802215,1.0,,0.08583341024020907,0.8808334102402091,0.785,thin
train,price_bucket,p<=0.10,selected_trades,3,6.819111659045404,2.2730372196818016,0.3333333333333333,2.065500564956969,0.06645169296799495,0.16645169296799495,0.09000000000000001,thin
train,session,asia,selected_trades,308,577.617630241471,1.8753819163684124,0.6266233766233766,1.8381069048844083,0.0766845131067186,0.5467819157041212,0.4600974025974026,strong
train,session,london,selected_trades,279,288.91491996452106,1.035537347543088,0.6129032258064516,1.3923545251250378,0.0702392236467939,0.5353646716754678,0.45512544802867383,strong
train,session,other,selected_trades,183,311.543624652267,1.7024241784276886,0.6010928961748634,1.5503773817853725,0.0572332069028116,0.5205665402361449,0.4533333333333333,strong
train,session,us_afternoon,selected_trades,73,42.80291243401287,0.5863412662193545,0.6164383561643836,1.4845906713838877,0.08818978529551733,0.591477456528394,0.4932876712328767,strong
train,session,us_open,selected_trades,49,60.754413007710504,1.239885979749194,0.7346938775510204,2.9346314179140127,0.1624911384661263,0.7106544037722488,0.5381632653061225,strong
train,side,buy_up,selected_trades,467,580.4870410709367,1.2430129359120705,0.6188436830835118,1.5148679611014284,0.07653334062957402,0.5509658888094455,0.4644325481798715,strong
train,side,buy_down,selected_trades,425,701.1464592290462,1.6497563746565789,0.6258823529411764,1.7126247576593083,0.07611317725868526,0.549972000788097,0.46385882352941177,strong
train,spread_bucket,low,selected_trades,831,1210.3344903482462,1.4564795311049883,0.6233453670276775,1.5996792268012345,0.07490566179266646,0.5483713657637856,0.46346570397111914,strong
train,spread_bucket,high,selected_trades,61,71.29900995173773,1.1688362287170118,0.6065573770491803,1.766341959254244,0.09577976162699138,0.5793863190040406,0.47360655737704915,strong
train,vol_bucket,low,selected_trades,367,491.7489827268304,1.3399154842692935,0.5204359673024523,1.3114972989738727,0.045445349626198,0.4722300907706122,0.41678474114441416,weak
train,vol_bucket,mid,selected_trades,279,496.92309355918667,1.7810863568429633,0.6523297491039427,2.311722160909587,0.06735317088315518,0.5578908052917574,0.48053763440860214,strong
train,vol_bucket,high,selected_trades,246,292.96142401396537,1.190900097617746,0.7398373983739838,2.9042437041320426,0.13259834316966398,0.65885850577129,0.516260162601626,strong
validation,date,2026-05-25,selected_trades,94,58.88613216378186,0.6264482145083172,0.6170212765957447,1.9418051084337458,0.06798363039920201,0.5367070346545212,0.45872340425531916,strong
validation,date,2026-05-24,selected_trades,68,50.365095105952435,0.7406631633228299,0.7352941176470589,3.173283563751865,0.08981601231547495,0.5751101299625337,0.4752941176470588,strong
validation,depth_bucket,high,selected_trades,62,49.44862640917182,0.7975584904705131,0.6935483870967742,2.5305998829320804,0.08438128741383596,0.5601877390267392,0.46580645161290324,strong
validation,depth_bucket,low,selected_trades,55,38.757320108548896,0.7046785474281616,0.6363636363636364,2.265390366251077,0.07302623518169632,0.5255716897271508,0.4425454545454546,strong
validation,depth_bucket,mid,selected_trades,45,21.045280752013557,0.46767290560030134,0.6666666666666666,1.9244997937464405,0.07221927422947018,0.5759970520072479,0.49377777777777776,strong
validation,entry_second_bucket,<=60s,selected_trades,125,83.63821564703395,0.6691057251762715,0.744,2.5780315454619402,0.09104544461411258,0.6068054446141126,0.50576,strong
validation,entry_second_bucket,<=180s,selected_trades,30,21.191034565300452,0.7063678188433484,0.36666666666666664,1.7619681251051824,0.02876257662236939,0.3517625766223694,0.313,weak
validation,entry_second_bucket,>180s,selected_trades,7,4.421977057399861,0.6317110081999799,0.5714285714285714,1.904867928364479,0.036341745648875774,0.45062745993459,0.40428571428571425,thin
validation,overround_bucket,low,selected_trades,155,101.80948974785251,0.6568354177280806,0.6645161290322581,2.2420533307827832,0.07536623092192117,0.552592037373534,0.4672258064516129,strong
validation,overround_bucket,high,selected_trades,7,7.4417375218817625,1.0631053602688232,0.7142857142857143,2.9947224104226757,0.11659775743992927,0.5580263288685007,0.43142857142857144,thin
validation,price_bucket,0.25-0.75,selected_trades,145,81.95785871166346,0.5652266118045757,0.6896551724137931,2.1183887589469284,0.07939845805896484,0.5765019063348269,0.48710344827586205,strong
validation,price_bucket,0.10-0.25,selected_trades,14,25.551394022218236,1.8250995730155886,0.35714285714285715,3.0577214786749547,0.036676816677989006,0.22739110239227472,0.18071428571428572,thin
validation,price_bucket,0.75-0.90,selected_trades,3,1.7419745358525394,0.5806581786175131,1.0,,0.15723274764517925,0.9272327476451793,0.76,thin
validation,session,other,selected_trades,103,50.31829116917362,0.4885270987298407,0.6019417475728155,1.7521082469209783,0.08068576976531165,0.5546663522895835,0.4639805825242718,strong
validation,session,london,selected_trades,43,44.213343140755065,1.028217282343141,0.813953488372093,6.203841108668939,0.06935869275946038,0.5498238090385301,0.4704651162790698,strong
validation,session,asia,selected_trades,16,14.719592959805608,0.9199745599878505,0.6875,2.4290691061328267,0.07530575128083686,0.5490557512808368,0.46375,thin
validation,side,buy_down,selected_trades,81,44.6645358800111,0.5514140232100136,0.6666666666666666,2.031780610142997,0.08436048971924616,0.5625086378673944,0.46814814814814815,strong
validation,side,buy_up,selected_trades,81,64.58669138972319,0.7973665603669525,0.6666666666666666,2.522889727765169,0.0699351904656586,0.5431450670088684,0.4632098765432099,strong
validation,spread_bucket,low,selected_trades,158,99.9658758300835,0.6326954166460981,0.6582278481012658,2.166471024706868,0.07598252541433802,0.5515521456675025,0.46556962025316456,strong
validation,spread_bucket,high,selected_trades,4,9.285351439650757,2.321337859912689,1.0,,0.12317776987796981,0.6031777698779698,0.47,thin
validation,vol_bucket,mid,selected_trades,69,30.90614106717672,0.44791508793009727,0.6231884057971014,1.7345856944365825,0.07568739966563018,0.5594555156076592,0.473768115942029,strong
validation,vol_bucket,low,selected_trades,59,59.48444809779477,1.0082109847083855,0.6779661016949152,3.083843764310379,0.04164806083800373,0.47300399304139357,0.42135593220338985,strong
validation,vol_bucket,high,selected_trades,34,18.860638104762796,0.5547246501400822,0.7352941176470589,2.2506242383095745,0.14171423319431126,0.6778907037825466,0.5261764705882352,strong
