slug,market_url,window_text,first_quote_ts,last_quote_ts,close_ts_utc,quote_count,source_files,target_price,final_price_first,final_price_last,mid_up_open,mid_up_last,mid_up_low,mid_up_high,spread_up_median,spread_down_median,overround_median,can_resolve_outcome,outcome_up,price_move_usd,mid_up_range
btc-updown-5m-1777020300,https://polymarket.com/zh/event/btc-updown-5m-1777020300,16:45-16:50,2026-04-24 08:45:01+00:00,2026-04-24 08:49:58+00:00,2026-04-24 08:45:00+00:00,119,"part2_chunk2_btc-updown-5m_quotes.csv, part2_chunk3_btc-updown-5m_quotes.csv",77768.84,77768.84,77870.49,52.5,98.5,50.5,98.5,1.0,1.0,0.0,True,1.0,101.65000000000873,48.0
btc-updown-5m-1777020600,https://polymarket.com/zh/event/btc-updown-5m-1777020600,16:50-16:55,2026-04-24 08:50:01+00:00,2026-04-24 08:54:58+00:00,2026-04-24 08:50:00+00:00,122,part2_chunk3_btc-updown-5m_quotes.csv,77869.45,77869.45,77881.6,50.5,98.5,28.5,98.5,1.0,1.0,0.0,True,1.0,12.150000000008731,70.0
btc-updown-5m-1777020900,https://polymarket.com/zh/event/btc-updown-5m-1777020900,16:55-17:00,2026-04-24 08:55:01+00:00,2026-04-24 09:00:00+00:00,2026-04-24 08:55:00+00:00,122,part2_chunk3_btc-updown-5m_quotes.csv,77891.83,77891.82,77808.72,48.5,1.5,1.5,52.5,1.0,1.0,0.0,True,0.0,-83.11000000000058,51.0
btc-updown-5m-1777021200,https://polymarket.com/zh/event/btc-updown-5m-1777021200,17:00-17:05,2026-04-24 09:00:02+00:00,2026-04-24 09:05:00+00:00,2026-04-24 09:00:00+00:00,123,part2_chunk3_btc-updown-5m_quotes.csv,,77808.73,77720.21,48.5,1.5,1.5,64.5,1.0,1.0,0.0,False,,,63.0
btc-updown-5m-1777021500,https://polymarket.com/zh/event/btc-updown-5m-1777021500,17:05-17:10,2026-04-24 09:05:02+00:00,2026-04-24 09:09:58+00:00,2026-04-24 09:05:00+00:00,122,part2_chunk3_btc-updown-5m_quotes.csv,,77693.36,77462.28,41.5,0.75,0.75,41.5,1.0,1.0,0.0,False,,,40.75
btc-updown-5m-1777021800,https://polymarket.com/zh/event/btc-updown-5m-1777021800,17:10-17:15,2026-04-24 09:10:01+00:00,2026-04-24 09:15:00+00:00,2026-04-24 09:10:00+00:00,123,part2_chunk3_btc-updown-5m_quotes.csv,77468.17,77468.96,77539.98,54.5,98.5,41.5,98.5,1.0,1.0,0.0,True,1.0,71.80999999999767,57.0
btc-updown-5m-1777022100,https://polymarket.com/zh/event/btc-updown-5m-1777022100,17:15-17:20,2026-04-24 09:15:02+00:00,2026-04-24 09:19:59+00:00,2026-04-24 09:15:00+00:00,121,"part2_chunk3_btc-updown-5m_quotes.csv, part2_chunk4_btc-updown-5m_quotes.csv",,77547.99,77583.55,57.5,98.5,24.5,98.5,1.0,1.0,0.0,False,,,74.0
btc-updown-5m-1777022400,https://polymarket.com/zh/event/btc-updown-5m-1777022400,17:20-17:25,2026-04-24 09:20:01+00:00,2026-04-24 09:24:58+00:00,2026-04-24 09:20:00+00:00,122,part2_chunk4_btc-updown-5m_quotes.csv,77585.12,77585.12,77511.99,54.0,1.5,1.5,54.0,1.0,1.0,0.0,True,0.0,-73.1299999999901,52.5
btc-updown-5m-1777022700,https://polymarket.com/zh/event/btc-updown-5m-1777022700,17:25-17:30,2026-04-24 09:25:01+00:00,2026-04-24 09:29:59+00:00,2026-04-24 09:25:00+00:00,123,part2_chunk4_btc-updown-5m_quotes.csv,77511.98,77513.44,77506.18,53.5,52.5,23.5,89.5,1.0,1.0,0.0,True,0.0,-5.80000000000291,66.0
btc-updown-5m-1777023000,https://polymarket.com/zh/event/btc-updown-5m-1777023000,17:30-17:35,2026-04-24 09:30:02+00:00,2026-04-24 09:34:59+00:00,2026-04-24 09:30:00+00:00,122,part2_chunk4_btc-updown-5m_quotes.csv,77508.29,77508.29,77513.52,53.5,49.5,5.5,79.5,1.0,1.0,0.0,True,1.0,5.230000000010477,74.0
btc-updown-5m-1777023300,https://polymarket.com/zh/event/btc-updown-5m-1777023300,17:35-17:40,2026-04-24 09:35:01+00:00,2026-04-24 09:39:58+00:00,2026-04-24 09:35:00+00:00,122,part2_chunk4_btc-updown-5m_quotes.csv,77513.52,77513.52,77552.33,51.5,98.5,50.5,98.5,1.0,1.0,0.0,True,1.0,38.80999999999767,48.0
btc-updown-5m-1777023600,https://polymarket.com/zh/event/btc-updown-5m-1777023600,17:40-17:45,2026-04-24 09:40:01+00:00,2026-04-24 09:44:58+00:00,2026-04-24 09:40:00+00:00,123,part2_chunk4_btc-updown-5m_quotes.csv,77556.01,77556.01,77604.17,51.5,98.5,50.5,98.5,1.0,1.0,0.0,True,1.0,48.16000000000349,48.0
btc-updown-5m-1777023900,https://polymarket.com/zh/event/btc-updown-5m-1777023900,17:45-17:50,2026-04-24 09:45:01+00:00,2026-04-24 09:49:59+00:00,2026-04-24 09:45:00+00:00,122,"part2_chunk4_btc-updown-5m_quotes.csv, part2_chunk5_btc-updown-5m_quotes.csv",77604.17,77604.17,77528.0,49.5,1.5,1.5,49.5,1.0,1.0,0.0,True,0.0,-76.16999999999825,48.0
btc-updown-5m-1777024200,https://polymarket.com/zh/event/btc-updown-5m-1777024200,17:50-17:55,2026-04-24 09:50:02+00:00,2026-04-24 09:54:58+00:00,2026-04-24 09:50:00+00:00,123,part2_chunk5_btc-updown-5m_quotes.csv,,77526.05,77587.57,51.5,98.5,26.5,98.5,1.0,1.0,0.0,False,,,72.0
btc-updown-5m-1777024500,https://polymarket.com/zh/event/btc-updown-5m-1777024500,17:55-18:00,2026-04-24 09:55:01+00:00,2026-04-24 09:59:58+00:00,2026-04-24 09:55:00+00:00,121,part2_chunk5_btc-updown-5m_quotes.csv,77588.39,77585.17,77551.89,49.5,1.5,1.5,51.5,1.0,1.0,0.0,True,0.0,-36.5,50.0
btc-updown-5m-1777024800,https://polymarket.com/zh/event/btc-updown-5m-1777024800,18:00-18:05,2026-04-24 10:00:01+00:00,2026-04-24 10:04:59+00:00,2026-04-24 10:00:00+00:00,119,part2_chunk5_btc-updown-5m_quotes.csv,77551.89,77551.88,77519.48,49.5,2.0,1.5,52.5,1.0,1.0,0.0,True,0.0,-32.41000000000349,51.0
btc-updown-5m-1777025100,https://polymarket.com/zh/event/btc-updown-5m-1777025100,18:05-18:10,2026-04-24 10:05:02+00:00,2026-04-24 10:09:58+00:00,2026-04-24 10:05:00+00:00,122,part2_chunk5_btc-updown-5m_quotes.csv,77519.47,77519.47,77529.35,50.5,95.5,10.5,96.5,1.0,1.0,0.0,True,1.0,9.880000000004657,86.0
btc-updown-5m-1777025400,https://polymarket.com/zh/event/btc-updown-5m-1777025400,18:10-18:15,2026-04-24 10:10:01+00:00,2026-04-24 10:15:00+00:00,2026-04-24 10:10:00+00:00,123,part2_chunk5_btc-updown-5m_quotes.csv,77529.34,77529.34,77527.85,52.0,68.5,14.5,83.5,1.0,1.0,0.0,True,0.0,-1.4899999999906868,69.0
btc-updown-5m-1777025700,https://polymarket.com/zh/event/btc-updown-5m-1777025700,18:15-18:20,2026-04-24 10:15:03+00:00,2026-04-24 10:19:58+00:00,2026-04-24 10:15:00+00:00,121,"part2_chunk5_btc-updown-5m_quotes.csv, part2_chunk6_btc-updown-5m_quotes.csv",,77527.5,77580.82,51.5,98.5,51.5,98.5,1.0,1.0,0.0,False,,,47.0
btc-updown-5m-1777026000,https://polymarket.com/zh/event/btc-updown-5m-1777026000,18:20-18:25,2026-04-24 10:20:01+00:00,2026-04-24 10:24:59+00:00,2026-04-24 10:20:00+00:00,124,part2_chunk6_btc-updown-5m_quotes.csv,77580.82,77580.82,77670.0,52.5,98.5,40.5,98.5,1.0,1.0,0.0,True,1.0,89.17999999999302,58.0
btc-updown-5m-1777026300,https://polymarket.com/zh/event/btc-updown-5m-1777026300,18:25-18:30,2026-04-24 10:25:02+00:00,2026-04-24 10:29:59+00:00,2026-04-24 10:25:00+00:00,122,part2_chunk6_btc-updown-5m_quotes.csv,77670.0,77670.0,77696.65,49.5,98.5,49.5,98.5,1.0,1.0,0.0,True,1.0,26.64999999999418,49.0
btc-updown-5m-1777026600,https://polymarket.com/zh/event/btc-updown-5m-1777026600,18:30-18:35,2026-04-24 10:30:01+00:00,2026-04-24 10:35:00+00:00,2026-04-24 10:30:00+00:00,123,part2_chunk6_btc-updown-5m_quotes.csv,77693.37,77693.37,77660.54,46.5,1.5,1.5,55.5,1.0,1.0,0.0,True,0.0,-32.830000000001746,54.0
btc-updown-5m-1777026900,https://polymarket.com/zh/event/btc-updown-5m-1777026900,18:35-18:40,2026-04-24 10:35:03+00:00,2026-04-24 10:39:58+00:00,2026-04-24 10:35:00+00:00,122,part2_chunk6_btc-updown-5m_quotes.csv,,77660.54,77661.59,51.5,85.5,27.5,86.5,1.0,1.0,0.0,False,,,59.0
btc-updown-5m-1777027200,https://polymarket.com/zh/event/btc-updown-5m-1777027200,18:40-18:45,2026-04-24 10:40:01+00:00,2026-04-24 10:44:58+00:00,2026-04-24 10:40:00+00:00,123,part2_chunk6_btc-updown-5m_quotes.csv,77661.59,77661.59,77665.82,47.5,98.5,21.5,98.5,1.0,1.0,0.0,True,1.0,4.230000000010477,77.0
btc-updown-5m-1777027500,https://polymarket.com/zh/event/btc-updown-5m-1777027500,18:45-18:50,2026-04-24 10:45:01+00:00,2026-04-24 10:49:58+00:00,2026-04-24 10:45:00+00:00,119,"part2_chunk6_btc-updown-5m_quotes.csv, part2_chunk7_btc-updown-5m_quotes.csv",77665.82,77665.82,77692.82,49.5,98.5,21.5,98.5,1.0,1.0,0.0,True,1.0,27.0,77.0
btc-updown-5m-1777027800,https://polymarket.com/zh/event/btc-updown-5m-1777027800,18:50-18:55,2026-04-24 10:50:01+00:00,2026-04-24 10:55:00+00:00,2026-04-24 10:50:00+00:00,123,part2_chunk7_btc-updown-5m_quotes.csv,77692.82,77692.82,77729.7,45.5,98.5,21.5,98.5,1.0,1.0,0.0,True,1.0,36.879999999990105,77.0
btc-updown-5m-1777028100,https://polymarket.com/zh/event/btc-updown-5m-1777028100,18:55-19:00,2026-04-24 10:55:03+00:00,2026-04-24 10:59:59+00:00,2026-04-24 10:55:00+00:00,121,part2_chunk7_btc-updown-5m_quotes.csv,,77739.0,77762.44,58.5,98.5,48.5,98.5,1.0,1.0,0.0,False,,,50.0
btc-updown-5m-1777028400,https://polymarket.com/zh/event/btc-updown-5m-1777028400,19:00-19:05,2026-04-24 11:00:02+00:00,2026-04-24 11:04:58+00:00,2026-04-24 11:00:00+00:00,124,part2_chunk7_btc-updown-5m_quotes.csv,77773.29,77773.29,78034.78,53.5,98.5,50.5,98.5,1.0,1.0,0.0,True,1.0,261.49000000000524,48.0
btc-updown-5m-1777028700,https://polymarket.com/zh/event/btc-updown-5m-1777028700,19:05-19:10,2026-04-24 11:05:06+00:00,2026-04-24 11:09:58+00:00,2026-04-24 11:05:00+00:00,123,part2_chunk7_btc-updown-5m_quotes.csv,,78008.34,78142.72,46.5,98.5,46.5,98.5,1.0,1.0,0.0,False,,,52.0
btc-updown-5m-1777029000,https://polymarket.com/zh/event/btc-updown-5m-1777029000,19:10-19:15,2026-04-24 11:10:01+00:00,2026-04-24 11:14:58+00:00,2026-04-24 11:10:00+00:00,125,part2_chunk7_btc-updown-5m_quotes.csv,78135.97,78135.98,78247.98,41.5,98.5,41.5,98.5,1.0,1.0,0.0,True,1.0,112.00999999999476,57.0
btc-updown-5m-1777029300,https://polymarket.com/zh/event/btc-updown-5m-1777029300,19:15-19:20,2026-04-24 11:15:00+00:00,2026-04-24 11:19:58+00:00,2026-04-24 11:15:00+00:00,122,"part2_chunk7_btc-updown-5m_quotes.csv, part2_chunk8_btc-updown-5m_quotes.csv",78237.84,78235.0,78137.63,38.5,1.5,1.5,39.5,1.0,1.0,0.0,True,0.0,-100.20999999999185,38.0
btc-updown-5m-1777029600,https://polymarket.com/zh/event/btc-updown-5m-1777029600,19:20-19:25,2026-04-24 11:20:00+00:00,2026-04-24 11:24:59+00:00,2026-04-24 11:20:00+00:00,124,part2_chunk8_btc-updown-5m_quotes.csv,78132.9,78132.89,78276.48,46.0,98.5,40.5,98.5,1.0,1.0,0.0,True,1.0,143.58000000000175,58.0
btc-updown-5m-1777029900,https://polymarket.com/zh/event/btc-updown-5m-1777029900,19:25-19:30,2026-04-24 11:25:01+00:00,2026-04-24 11:29:58+00:00,2026-04-24 11:25:00+00:00,123,part2_chunk8_btc-updown-5m_quotes.csv,78273.92,78271.97,78350.8,44.0,98.5,23.5,98.5,1.0,1.0,0.0,True,1.0,76.88000000000466,75.0
btc-updown-5m-1777030200,https://polymarket.com/zh/event/btc-updown-5m-1777030200,19:30-19:35,2026-04-24 11:30:01+00:00,2026-04-24 11:34:58+00:00,2026-04-24 11:30:00+00:00,123,part2_chunk8_btc-updown-5m_quotes.csv,78350.27,78350.27,78388.79,44.5,98.5,25.5,98.5,1.0,1.0,0.0,True,1.0,38.51999999998952,73.0
btc-updown-5m-1777030500,https://polymarket.com/zh/event/btc-updown-5m-1777030500,19:35-19:40,2026-04-24 11:35:01+00:00,2026-04-24 11:39:59+00:00,2026-04-24 11:35:00+00:00,123,part2_chunk8_btc-updown-5m_quotes.csv,78378.88,78378.88,78303.44,41.5,1.5,1.5,41.5,1.0,1.0,0.0,True,0.0,-75.44000000000233,40.0
btc-updown-5m-1777030800,https://polymarket.com/zh/event/btc-updown-5m-1777030800,19:40-19:45,2026-04-24 11:40:02+00:00,2026-04-24 11:44:59+00:00,2026-04-24 11:40:00+00:00,124,part2_chunk8_btc-updown-5m_quotes.csv,78304.74,78311.62,78318.91,49.0,96.5,41.5,96.5,1.0,1.0,0.0,True,1.0,14.169999999998254,55.0
btc-updown-5m-1777031100,https://polymarket.com/zh/event/btc-updown-5m-1777031100,19:45-19:50,2026-04-24 11:45:01+00:00,2026-04-24 11:49:59+00:00,2026-04-24 11:45:00+00:00,122,"part2_chunk8_btc-updown-5m_quotes.csv, part2_chunk9_btc-updown-5m_quotes.csv",78316.23,78314.78,78240.02,47.0,1.5,1.5,47.0,1.0,1.0,0.0,True,0.0,-76.20999999999185,45.5
btc-updown-5m-1777031400,https://polymarket.com/zh/event/btc-updown-5m-1777031400,19:50-19:55,2026-04-24 11:50:02+00:00,2026-04-24 11:54:59+00:00,2026-04-24 11:50:00+00:00,123,part2_chunk9_btc-updown-5m_quotes.csv,78253.82,78253.82,78232.64,49.5,2.5,2.5,87.5,1.0,1.0,0.0,True,0.0,-21.180000000007567,85.0
btc-updown-5m-1777031700,https://polymarket.com/zh/event/btc-updown-5m-1777031700,19:55-20:00,2026-04-24 11:55:02+00:00,2026-04-24 12:00:00+00:00,2026-04-24 11:55:00+00:00,122,part2_chunk9_btc-updown-5m_quotes.csv,78232.64,78232.64,78256.09,48.5,98.5,31.5,98.5,1.0,1.0,0.0,True,1.0,23.44999999999709,67.0
btc-updown-5m-1777032000,https://polymarket.com/zh/event/btc-updown-5m-1777032000,20:00-20:05,2026-04-24 12:00:03+00:00,2026-04-24 12:04:59+00:00,2026-04-24 12:00:00+00:00,122,part2_chunk9_btc-updown-5m_quotes.csv,,78272.87,78244.79,52.5,5.5,5.5,95.0,1.0,1.0,0.0,False,,,89.5
btc-updown-5m-1777032300,https://polymarket.com/zh/event/btc-updown-5m-1777032300,20:05-20:10,2026-04-24 12:05:02+00:00,2026-04-24 12:09:58+00:00,2026-04-24 12:05:00+00:00,122,part2_chunk9_btc-updown-5m_quotes.csv,78253.24,78256.09,78241.12,47.5,39.0,8.5,81.5,1.0,1.0,0.0,True,0.0,-12.120000000009895,73.0
btc-updown-5m-1777032600,https://polymarket.com/zh/event/btc-updown-5m-1777032600,20:10-20:15,2026-04-24 12:10:01+00:00,2026-04-24 12:14:58+00:00,2026-04-24 12:10:00+00:00,122,part2_chunk9_btc-updown-5m_quotes.csv,78241.14,78241.14,78340.69,48.5,98.5,48.5,98.5,1.0,1.0,0.0,True,1.0,99.55000000000291,50.0
btc-updown-5m-1777032900,https://polymarket.com/zh/event/btc-updown-5m-1777032900,20:15-20:20,2026-04-24 12:15:00+00:00,2026-04-24 12:20:00+00:00,2026-04-24 12:15:00+00:00,115,"part2_chunk10_btc-updown-5m_quotes.csv, part2_chunk9_btc-updown-5m_quotes.csv",78336.24,78333.58,78298.86,47.0,1.5,1.5,79.0,1.0,1.0,0.0,True,0.0,-37.38000000000466,77.5
btc-updown-5m-1777033200,https://polymarket.com/zh/event/btc-updown-5m-1777033200,20:20-20:25,2026-04-24 12:20:02+00:00,2026-04-24 12:25:00+00:00,2026-04-24 12:20:00+00:00,122,part2_chunk10_btc-updown-5m_quotes.csv,,78304.96,78358.04,49.5,95.5,17.5,98.5,1.0,1.0,0.0,False,,,81.0
btc-updown-5m-1777033500,https://polymarket.com/zh/event/btc-updown-5m-1777033500,20:25-20:30,2026-04-24 12:25:02+00:00,2026-04-24 12:30:00+00:00,2026-04-24 12:25:00+00:00,123,part2_chunk10_btc-updown-5m_quotes.csv,,78339.53,78296.89,40.0,1.5,1.5,40.5,1.0,1.0,0.0,False,,,39.0
btc-updown-5m-1777033800,https://polymarket.com/zh/event/btc-updown-5m-1777033800,20:30-20:35,2026-04-24 12:30:03+00:00,2026-04-24 12:34:59+00:00,2026-04-24 12:30:00+00:00,122,part2_chunk10_btc-updown-5m_quotes.csv,,78299.79,78228.52,50.5,1.5,1.5,54.5,1.0,1.0,0.0,False,,,53.0
btc-updown-5m-1777034100,https://polymarket.com/zh/event/btc-updown-5m-1777034100,20:35-20:40,2026-04-24 12:35:02+00:00,2026-04-24 12:39:59+00:00,2026-04-24 12:35:00+00:00,124,part2_chunk10_btc-updown-5m_quotes.csv,78234.32,78234.32,78229.01,53.0,68.5,16.5,79.5,1.0,1.0,0.0,True,0.0,-5.310000000012224,63.0
btc-updown-5m-1777034400,https://polymarket.com/zh/event/btc-updown-5m-1777034400,20:40-20:45,2026-04-24 12:40:02+00:00,2026-04-24 12:44:58+00:00,2026-04-24 12:40:00+00:00,122,part2_chunk10_btc-updown-5m_quotes.csv,78237.84,78249.02,78216.77,59.5,9.0,6.5,96.5,1.0,1.0,0.0,True,0.0,-21.069999999992433,90.0
btc-updown-5m-1777034700,https://polymarket.com/zh/event/btc-updown-5m-1777034700,20:45-20:50,2026-04-24 12:45:01+00:00,2026-04-24 12:49:59+00:00,2026-04-24 12:45:00+00:00,117,"part2_chunk10_btc-updown-5m_quotes.csv, part3_chunk1_btc-updown-5m_quotes.csv",78217.51,78228.0,78158.61,55.0,89.5,49.5,92.5,1.0,1.0,0.0,True,0.0,-58.89999999999418,43.0
btc-updown-5m-1777035000,https://polymarket.com/zh/event/btc-updown-5m-1777035000,20:50-20:55,2026-04-24 12:50:01+00:00,2026-04-24 12:54:59+00:00,2026-04-24 12:50:00+00:00,128,part3_chunk1_btc-updown-5m_quotes.csv,78164.12,78164.66,78064.01,48.5,8.5,3.5,48.5,1.0,1.0,0.0,True,0.0,-100.11000000000058,45.0
btc-updown-5m-1777035300,https://polymarket.com/zh/event/btc-updown-5m-1777035300,20:55-21:00,2026-04-24 12:55:02+00:00,2026-04-24 12:59:59+00:00,2026-04-24 12:55:00+00:00,126,part3_chunk1_btc-updown-5m_quotes.csv,78060.12,78062.82,78290.64,55.5,98.5,55.5,98.5,1.0,1.0,0.0,True,1.0,230.52000000000407,43.0
btc-updown-5m-1777035600,https://polymarket.com/zh/event/btc-updown-5m-1777035600,21:00-21:05,2026-04-24 13:00:02+00:00,2026-04-24 13:04:59+00:00,2026-04-24 13:00:00+00:00,126,part3_chunk1_btc-updown-5m_quotes.csv,78306.71,78293.6,78385.23,52.5,97.5,50.5,98.5,1.0,1.0,0.0,True,1.0,78.51999999998952,48.0
btc-updown-5m-1777035900,https://polymarket.com/zh/event/btc-updown-5m-1777035900,21:05-21:10,2026-04-24 13:05:02+00:00,2026-04-24 13:09:58+00:00,2026-04-24 13:05:00+00:00,127,part3_chunk1_btc-updown-5m_quotes.csv,78405.11,78405.11,78407.21,49.5,98.5,37.5,98.5,1.0,1.0,0.0,True,1.0,2.1000000000058208,61.0
btc-updown-5m-1777036200,https://polymarket.com/zh/event/btc-updown-5m-1777036200,21:10-21:15,2026-04-24 13:10:00+00:00,2026-04-24 13:14:59+00:00,2026-04-24 13:10:00+00:00,129,part3_chunk1_btc-updown-5m_quotes.csv,78407.21,78411.68,78382.11,49.5,1.5,1.5,71.5,1.0,1.0,0.0,True,0.0,-25.10000000000582,70.0
btc-updown-5m-1777036500,https://polymarket.com/zh/event/btc-updown-5m-1777036500,21:15-21:20,2026-04-24 13:15:01+00:00,2026-04-24 13:19:58+00:00,2026-04-24 13:15:00+00:00,126,"part3_chunk1_btc-updown-5m_quotes.csv, part3_chunk2_btc-updown-5m_quotes.csv",78388.28,78388.87,78427.11,48.5,95.5,13.5,98.5,1.0,1.0,0.0,True,1.0,38.830000000001746,85.0
btc-updown-5m-1777036800,https://polymarket.com/zh/event/btc-updown-5m-1777036800,21:20-21:25,2026-04-24 13:20:00+00:00,2026-04-24 13:24:59+00:00,2026-04-24 13:20:00+00:00,128,part3_chunk2_btc-updown-5m_quotes.csv,78430.67,78429.57,78280.77,49.5,1.5,1.5,49.5,1.0,1.0,0.0,True,0.0,-149.89999999999418,48.0
btc-updown-5m-1777037100,https://polymarket.com/zh/event/btc-updown-5m-1777037100,21:25-21:30,2026-04-24 13:25:01+00:00,2026-04-24 13:29:58+00:00,2026-04-24 13:25:00+00:00,123,part3_chunk2_btc-updown-5m_quotes.csv,78265.99,78265.99,78185.36,40.5,1.5,1.5,43.5,1.0,1.0,0.0,True,0.0,-80.63000000000466,42.0
btc-updown-5m-1777037400,https://polymarket.com/zh/event/btc-updown-5m-1777037400,21:30-21:35,2026-04-24 13:30:01+00:00,2026-04-24 13:34:58+00:00,2026-04-24 13:30:00+00:00,128,part3_chunk2_btc-updown-5m_quotes.csv,78208.32,78211.6,78285.13,61.5,96.5,20.5,98.5,1.0,1.0,0.0,True,1.0,76.80999999999767,78.0
btc-updown-5m-1777037700,https://polymarket.com/zh/event/btc-updown-5m-1777037700,21:35-21:40,2026-04-24 13:35:01+00:00,2026-04-24 13:39:58+00:00,2026-04-24 13:35:00+00:00,127,part3_chunk2_btc-updown-5m_quotes.csv,78277.2,78270.64,78268.88,49.5,19.5,10.5,83.5,1.0,1.0,0.0,True,0.0,-8.319999999992433,73.0
btc-updown-5m-1777038000,https://polymarket.com/zh/event/btc-updown-5m-1777038000,21:40-21:45,2026-04-24 13:40:00+00:00,2026-04-24 13:44:59+00:00,2026-04-24 13:40:00+00:00,129,part3_chunk2_btc-updown-5m_quotes.csv,78268.93,78268.93,78198.49,49.5,1.5,1.5,57.5,1.0,1.0,0.0,True,0.0,-70.43999999998778,56.0
btc-updown-5m-1777038300,https://polymarket.com/zh/event/btc-updown-5m-1777038300,21:45-21:50,2026-04-24 13:45:02+00:00,2026-04-24 13:49:58+00:00,2026-04-24 13:45:00+00:00,125,"part3_chunk2_btc-updown-5m_quotes.csv, part3_chunk3_btc-updown-5m_quotes.csv",78208.33,78208.32,78110.34,53.5,2.5,2.5,75.5,1.0,1.0,0.0,True,0.0,-97.99000000000524,73.0
btc-updown-5m-1777038600,https://polymarket.com/zh/event/btc-updown-5m-1777038600,21:50-21:55,2026-04-24 13:50:00+00:00,2026-04-24 13:54:59+00:00,2026-04-24 13:50:00+00:00,129,part3_chunk3_btc-updown-5m_quotes.csv,78127.01,78127.01,78005.61,53.5,1.5,1.5,57.5,1.0,1.0,0.0,True,0.0,-121.39999999999418,56.0
btc-updown-5m-1777038900,https://polymarket.com/zh/event/btc-updown-5m-1777038900,21:55-22:00,2026-04-24 13:55:02+00:00,2026-04-24 13:59:59+00:00,2026-04-24 13:55:00+00:00,127,part3_chunk3_btc-updown-5m_quotes.csv,78018.08,78018.09,78107.84,54.5,98.5,20.5,98.5,1.0,1.0,0.0,True,1.0,89.75999999999476,78.0
btc-updown-5m-1777039200,https://polymarket.com/zh/event/btc-updown-5m-1777039200,22:00-22:05,2026-04-24 14:00:02+00:00,2026-04-24 14:04:58+00:00,2026-04-24 14:00:00+00:00,128,part3_chunk3_btc-updown-5m_quotes.csv,78073.85,78070.56,77916.78,44.5,1.5,1.5,44.5,1.0,1.0,0.0,True,0.0,-157.07000000000698,43.0
btc-updown-5m-1777039500,https://polymarket.com/zh/event/btc-updown-5m-1777039500,22:05-22:10,2026-04-24 14:05:01+00:00,2026-04-24 14:09:59+00:00,2026-04-24 14:05:00+00:00,128,part3_chunk3_btc-updown-5m_quotes.csv,77918.86,77918.86,77988.58,53.5,98.5,14.0,98.5,1.0,1.0,0.0,True,1.0,69.72000000000116,84.5
btc-updown-5m-1777039800,https://polymarket.com/zh/event/btc-updown-5m-1777039800,22:10-22:15,2026-04-24 14:10:02+00:00,2026-04-24 14:14:59+00:00,2026-04-24 14:10:00+00:00,126,part3_chunk3_btc-updown-5m_quotes.csv,77986.49,77993.92,77903.29,50.5,2.5,2.5,69.5,1.0,1.0,0.0,True,0.0,-83.20000000001164,67.0
btc-updown-5m-1777040100,https://polymarket.com/zh/event/btc-updown-5m-1777040100,22:15-22:20,2026-04-24 14:15:01+00:00,2026-04-24 14:19:59+00:00,2026-04-24 14:15:00+00:00,126,"part3_chunk3_btc-updown-5m_quotes.csv, part3_chunk4_btc-updown-5m_quotes.csv",77907.7,77904.65,77984.88,53.0,98.5,44.0,98.5,1.0,1.0,0.0,True,1.0,77.18000000000757,54.5
btc-updown-5m-1777040400,https://polymarket.com/zh/event/btc-updown-5m-1777040400,22:20-22:25,2026-04-24 14:20:02+00:00,2026-04-24 14:24:59+00:00,2026-04-24 14:20:00+00:00,126,part3_chunk4_btc-updown-5m_quotes.csv,77979.64,77979.65,77895.07,50.5,1.5,1.5,64.5,1.0,1.0,0.0,True,0.0,-84.56999999999243,63.0
btc-updown-5m-1777040700,https://polymarket.com/zh/event/btc-updown-5m-1777040700,22:25-22:30,2026-04-24 14:25:02+00:00,2026-04-24 14:30:00+00:00,2026-04-24 14:25:00+00:00,123,part3_chunk4_btc-updown-5m_quotes.csv,77895.07,77893.44,77728.19,50.5,1.5,1.5,50.5,1.0,1.0,0.0,True,0.0,-166.88000000000466,49.0
btc-updown-5m-1777041000,https://polymarket.com/zh/event/btc-updown-5m-1777041000,22:30-22:35,2026-04-24 14:30:02+00:00,2026-04-24 14:34:59+00:00,2026-04-24 14:30:00+00:00,125,part3_chunk4_btc-updown-5m_quotes.csv,,77747.08,77873.27,57.5,98.5,42.5,98.5,1.0,1.0,0.0,False,,,56.0
btc-updown-5m-1777041300,https://polymarket.com/zh/event/btc-updown-5m-1777041300,22:35-22:40,2026-04-24 14:35:02+00:00,2026-04-24 14:39:59+00:00,2026-04-24 14:35:00+00:00,125,part3_chunk4_btc-updown-5m_quotes.csv,77877.0,77879.37,78008.0,51.5,98.5,42.5,98.5,1.0,1.0,0.0,True,1.0,131.0,56.0
btc-updown-5m-1777041600,https://polymarket.com/zh/event/btc-updown-5m-1777041600,22:40-22:45,2026-04-24 14:40:02+00:00,2026-04-24 14:44:58+00:00,2026-04-24 14:40:00+00:00,124,part3_chunk4_btc-updown-5m_quotes.csv,78010.01,78014.21,78008.36,48.5,31.0,15.5,85.5,1.0,1.0,0.0,True,0.0,-1.6499999999941792,70.0
