slug,window_text,first_quote_ts,close_ts_utc,quote_count_total,quote_count_first2m,target_price,price_after_2m,final_price_last,btc_move_2m,btc_return_bps_2m,mid_up_prob_open,mid_up_prob_2m,mid_up_prob_change_2m,spread_up_median_first2m,spread_down_median_first2m,overround_median_first2m,trade_count_sum_first2m,trade_volume_sum_first2m,outcome_up,realized_pnl_buy_up_from_2m,realized_pnl_buy_down_from_2m
btc-updown-5m-1777061100,04:05-04:10,2026-04-24 20:05:02+00:00,2026-04-24 20:05:00+00:00,120,49,77601.17,77619.5,77591.67,18.330000000001746,2.3620777882603763,0.525,0.675,0.15000000000000002,1.0,1.0,0.0,,,0.0,-0.685,0.665
btc-updown-5m-1777061400,04:10-04:15,2026-04-24 20:10:01+00:00,2026-04-24 20:10:00+00:00,121,49,77591.67,77607.43,77660.91,15.759999999994761,2.0311458691370814,0.52,0.665,0.14500000000000002,1.0,1.0,0.0,,,1.0,0.32499999999999996,-0.345
btc-updown-5m-1777061700,04:15-04:20,2026-04-24 20:15:01+00:00,2026-04-24 20:15:00+00:00,122,50,77659.74,77637.61,77589.45,-22.130000000004657,-2.849610364392754,0.455,0.355,-0.10000000000000003,1.0,1.0,0.0,,,0.0,-0.365,0.345
btc-updown-5m-1777062000,04:20-04:25,2026-04-24 20:20:02+00:00,2026-04-24 20:20:00+00:00,117,49,,77555.92,77537.87,,,0.565,0.265,-0.29999999999999993,1.0,1.0,0.0,,,,,
btc-updown-5m-1777062300,04:25-04:30,2026-04-24 20:25:01+00:00,2026-04-24 20:25:00+00:00,123,50,77535.92,77500.39,77564.51,-35.529999999998836,-4.582392264127238,0.505,0.195,-0.31,1.0,1.0,0.0,,,1.0,0.7949999999999999,-0.815
btc-updown-5m-1777062600,04:30-04:35,2026-04-24 20:30:02+00:00,2026-04-24 20:30:00+00:00,121,50,77564.52,77574.0,77592.0,9.479999999995925,1.2222082983296905,0.505,0.575,0.06999999999999995,1.0,1.0,0.0,,,1.0,0.41500000000000004,-0.43500000000000005
btc-updown-5m-1777062900,04:35-04:40,2026-04-24 20:35:02+00:00,2026-04-24 20:35:00+00:00,120,48,77594.45,77683.74,77683.52,89.29000000000815,11.507266305774209,0.505,0.945,0.43999999999999995,1.0,1.0,0.0,,,1.0,0.04500000000000005,-0.06500000000000004
btc-updown-5m-1777063200,04:40-04:45,2026-04-24 20:40:01+00:00,2026-04-24 20:40:00+00:00,122,49,77683.51,77660.76,77647.46,-22.75,-2.928549443762261,0.475,0.315,-0.15999999999999998,1.0,1.0,0.0,,,0.0,-0.325,0.30499999999999994
btc-updown-5m-1777063500,04:45-04:50,2026-04-24 20:45:01+00:00,2026-04-24 20:45:00+00:00,120,48,77647.45,77675.87,77667.34,28.419999999998254,3.6601330758445068,0.465,0.735,0.26999999999999996,1.0,1.0,0.0,,,1.0,0.255,-0.275
btc-updown-5m-1777063800,04:50-04:55,2026-04-24 20:50:03+00:00,2026-04-24 20:50:00+00:00,120,48,,77687.83,77689.69,,,0.495,0.655,0.16000000000000003,1.0,1.0,0.0,,,,,
btc-updown-5m-1777064100,04:55-05:00,2026-04-24 20:55:02+00:00,2026-04-24 20:55:00+00:00,120,48,77689.69,77735.81,77748.68,46.11999999999534,5.936437640566637,0.495,0.875,0.38,1.0,1.0,0.0,,,1.0,0.115,-0.135
btc-updown-5m-1777064400,05:00-05:05,2026-04-24 21:00:02+00:00,2026-04-24 21:00:00+00:00,119,48,77748.69,77717.88,77768.94,-30.80999999999767,-3.9627677328065167,0.48,0.255,-0.22499999999999998,1.0,1.0,0.0,,,1.0,0.735,-0.755
btc-updown-5m-1777064700,05:05-05:10,2026-04-24 21:05:01+00:00,2026-04-24 21:05:00+00:00,120,47,77768.94,77726.17,77735.44,-42.770000000004075,-5.499624914522954,0.415,0.135,-0.27999999999999997,1.0,1.0,0.0,,,0.0,-0.14500000000000002,0.125
btc-updown-5m-1777065000,05:10-05:15,2026-04-24 21:10:00+00:00,2026-04-24 21:10:00+00:00,122,49,77735.45,77726.16,77611.36,-9.289999999993597,-1.1950789504651478,0.475,0.475,0.0,1.0,1.0,0.0,,,0.0,-0.485,0.46499999999999997
btc-updown-5m-1777065300,05:15-05:20,2026-04-24 21:15:01+00:00,2026-04-24 21:15:00+00:00,120,48,77611.37,77601.53,77657.28,-9.839999999996508,-1.267855470145226,0.525,0.415,-0.11000000000000004,1.0,1.0,0.0,,,1.0,0.575,-0.595
btc-updown-5m-1777065600,05:20-05:25,2026-04-24 21:20:02+00:00,2026-04-24 21:20:00+00:00,120,47,,77604.81,77667.11,,,0.555,0.215,-0.3400000000000001,1.0,1.0,0.0,,,,,
btc-updown-5m-1777065900,05:25-05:30,2026-04-24 21:25:02+00:00,2026-04-24 21:25:00+00:00,120,47,77667.11,77658.06,77650.73,-9.05000000000291,-1.165229400193069,0.545,0.405,-0.14,1.0,1.0,0.0,,,0.0,-0.41500000000000004,0.395
btc-updown-5m-1777066200,05:30-05:35,2026-04-24 21:30:01+00:00,2026-04-24 21:30:00+00:00,121,50,77650.59,77632.42,77632.14,-18.169999999998254,-2.3399693421515866,0.455,0.315,-0.14,1.0,1.0,0.0,,,0.0,-0.325,0.30499999999999994
btc-updown-5m-1777066500,05:35-05:40,2026-04-24 21:35:01+00:00,2026-04-24 21:35:00+00:00,121,50,77632.15,77602.01,77615.17,-30.139999999999418,-3.8824121192056924,0.51,0.225,-0.28500000000000003,1.0,1.0,0.0,,,0.0,-0.23500000000000001,0.21499999999999997
btc-updown-5m-1777066800,05:40-05:45,2026-04-24 21:40:02+00:00,2026-04-24 21:40:00+00:00,121,49,,77628.43,77577.35,,,0.39,0.545,0.15500000000000003,1.0,1.0,0.0,,,,,
btc-updown-5m-1777067100,05:45-05:50,2026-04-24 21:45:02+00:00,2026-04-24 21:45:00+00:00,119,50,77577.34,77576.37,77610.51,-0.9700000000011642,-0.12503651195067583,0.525,0.645,0.12,1.0,1.0,0.0,,,1.0,0.345,-0.365
btc-updown-5m-1777067400,05:50-05:55,2026-04-24 21:50:01+00:00,2026-04-24 21:50:00+00:00,120,50,77611.36,77619.79,77598.29,8.429999999993015,1.0861811982154437,0.545,0.635,0.08999999999999997,1.0,1.0,0.0,,,0.0,-0.645,0.625
btc-updown-5m-1777067700,05:55-06:00,2026-04-24 21:55:02+00:00,2026-04-24 21:55:00+00:00,120,50,77598.78,77616.64,77565.44,17.860000000000582,2.3015825764271787,0.525,0.625,0.09999999999999998,1.0,1.0,0.0,,,0.0,-0.635,0.615
btc-updown-5m-1777068000,06:00-06:05,2026-04-24 22:00:01+00:00,2026-04-24 22:00:00+00:00,119,49,77565.45,77599.39,77591.68,33.94000000000233,4.375659523667088,0.525,0.765,0.24,1.0,1.0,0.0,,,1.0,0.22499999999999998,-0.245
btc-updown-5m-1777068300,06:05-06:10,2026-04-24 22:05:00+00:00,2026-04-24 22:05:00+00:00,121,50,77591.69,77603.76,77573.54,12.069999999992433,1.5555789543947856,0.515,0.695,0.17999999999999994,1.0,1.0,0.0,,,0.0,-0.705,0.6849999999999999
btc-updown-5m-1777068600,06:10-06:15,2026-04-24 22:10:02+00:00,2026-04-24 22:10:00+00:00,120,50,77573.53,77597.4,77635.03,23.869999999995343,3.0770805453864667,0.605,0.715,0.10999999999999999,1.0,1.0,0.0,,,1.0,0.275,-0.29500000000000004
btc-updown-5m-1777068900,06:15-06:20,2026-04-24 22:15:01+00:00,2026-04-24 22:15:00+00:00,120,50,77635.03,77614.24,77626.36,-20.789999999993597,-2.677914853641919,0.61,0.475,-0.135,1.0,1.0,0.0,,,0.0,-0.485,0.46499999999999997
btc-updown-5m-1777069200,06:20-06:25,2026-04-24 22:20:01+00:00,2026-04-24 22:20:00+00:00,121,50,77637.56,77611.36,77609.55,-26.19999999999709,-3.3746552570684973,0.515,0.385,-0.13,1.0,1.0,0.0,,,0.0,-0.395,0.375
btc-updown-5m-1777069500,06:25-06:30,2026-04-24 22:25:01+00:00,2026-04-24 22:25:00+00:00,121,50,77608.37,77594.95,77572.65,-13.419999999998254,-1.7291949309073564,0.505,0.325,-0.18,1.0,1.0,0.0,,,0.0,-0.335,0.31499999999999995
btc-updown-5m-1777069800,06:30-06:35,2026-04-24 22:30:01+00:00,2026-04-24 22:30:00+00:00,121,50,77572.65,77523.01,77494.35,-49.63999999999942,-6.399162591454517,0.525,0.135,-0.39,1.0,1.0,0.0,,,0.0,-0.14500000000000002,0.125
btc-updown-5m-1777070100,06:35-06:40,2026-04-24 22:35:02+00:00,2026-04-24 22:35:00+00:00,119,49,77494.36,77488.07,77339.12,-6.289999999993597,-0.8116719719981682,0.545,0.565,0.019999999999999907,1.0,1.0,0.0,,,0.0,-0.575,0.5549999999999999
btc-updown-5m-1777070400,06:40-06:45,2026-04-24 22:40:01+00:00,2026-04-24 22:40:00+00:00,120,50,77342.4,77354.15,77316.83,11.75,1.5192184364591739,0.62,0.645,0.025000000000000022,1.0,1.0,0.0,,,0.0,-0.655,0.635
btc-updown-5m-1777070700,06:45-06:50,2026-04-24 22:45:01+00:00,2026-04-24 22:45:00+00:00,114,49,77316.83,77410.98,77342.41,94.14999999999418,12.177167636075376,0.545,0.935,0.39,1.0,1.0,0.0,,,1.0,0.054999999999999945,-0.07499999999999994
btc-updown-5m-1777071000,06:50-06:55,2026-04-24 22:50:02+00:00,2026-04-24 22:50:00+00:00,120,50,77353.91,77352.91,77344.84,-1.0,-0.12927594739554857,0.515,0.485,-0.030000000000000027,1.0,1.0,0.0,,,0.0,-0.495,0.475
btc-updown-5m-1777071300,06:55-07:00,2026-04-24 22:55:01+00:00,2026-04-24 22:55:00+00:00,120,50,77344.84,77358.82,77360.78,13.980000000010477,1.8074896786922667,0.565,0.605,0.040000000000000036,1.0,1.0,0.0,,,1.0,0.385,-0.405
btc-updown-5m-1777071600,07:00-07:05,2026-04-24 23:00:01+00:00,2026-04-24 23:00:00+00:00,119,49,77361.95,77403.01,77387.99,41.05999999999767,5.307518747911302,0.625,0.785,0.16000000000000003,1.0,1.0,0.0,,,1.0,0.20499999999999996,-0.22499999999999998
btc-updown-5m-1777071900,07:05-07:10,2026-04-24 23:05:02+00:00,2026-04-24 23:05:00+00:00,121,50,77388.0,77404.48,77397.2,16.479999999995925,2.129529125962155,0.535,0.64,0.10499999999999998,1.0,1.0,0.0,,,1.0,0.35,-0.37
btc-updown-5m-1777072200,07:10-07:15,2026-04-24 23:10:03+00:00,2026-04-24 23:10:00+00:00,118,50,,77421.11,77410.32,,,0.495,0.765,0.27,1.0,1.0,0.0,,,,,
btc-updown-5m-1777072500,07:15-07:20,2026-04-24 23:15:02+00:00,2026-04-24 23:15:00+00:00,121,49,77406.06,77397.98,77416.09,-8.080000000001746,-1.0438459211076945,0.435,0.295,-0.14,1.0,1.0,0.0,,,1.0,0.6950000000000001,-0.7150000000000001
btc-updown-5m-1777072800,07:20-07:25,2026-04-24 23:20:05+00:00,2026-04-24 23:20:00+00:00,119,50,,77370.12,77397.58,,,0.375,0.125,-0.25,1.0,1.0,0.0,,,,,
btc-updown-5m-1777073100,07:25-07:30,2026-04-24 23:25:00+00:00,2026-04-24 23:25:00+00:00,122,48,77397.59,77420.08,77432.1,22.49000000000524,2.9057752315033634,0.475,0.795,0.32000000000000006,1.0,1.0,0.0,,,1.0,0.19499999999999995,-0.21499999999999997
btc-updown-5m-1777073400,07:30-07:35,2026-04-24 23:30:07+00:00,2026-04-24 23:30:00+00:00,121,50,,77434.32,77466.02,,,0.535,0.565,0.029999999999999916,1.0,1.0,0.0,,,,,
btc-updown-5m-1777073700,07:35-07:40,2026-04-24 23:35:03+00:00,2026-04-24 23:35:00+00:00,122,50,,77463.78,77443.1,,,0.445,0.455,0.010000000000000009,1.0,1.0,0.0,,,,,
btc-updown-5m-1777074000,07:40-07:45,2026-04-24 23:40:00+00:00,2026-04-24 23:40:00+00:00,120,47,77443.1,77453.36,77463.76,10.259999999994761,1.3248436594086188,0.545,0.605,0.05999999999999994,1.0,1.0,0.0,,,1.0,0.385,-0.405
btc-updown-5m-1777074300,07:45-07:50,2026-04-24 23:45:00+00:00,2026-04-24 23:45:00+00:00,121,47,77463.76,77460.47,77447.38,-3.289999999993597,-0.42471473111989366,0.465,0.535,0.07,1.0,1.0,0.0,,,0.0,-0.545,0.525
btc-updown-5m-1777074600,07:50-07:55,2026-04-24 23:50:03+00:00,2026-04-24 23:50:00+00:00,120,48,,77453.92,77467.93,,,0.525,0.595,0.06999999999999995,1.0,1.0,0.0,,,,,
btc-updown-5m-1777074900,07:55-08:00,2026-04-24 23:55:01+00:00,2026-04-24 23:55:00+00:00,122,48,77467.94,77458.57,77461.79,-9.369999999995343,-1.2095326143944636,0.505,0.355,-0.15000000000000002,1.0,1.0,0.0,,,0.0,-0.365,0.345
btc-updown-5m-1777075200,08:00-08:05,2026-04-25 00:00:03+00:00,2026-04-25 00:00:00+00:00,120,49,,77502.81,77445.58,,,0.395,0.745,0.35,1.0,1.0,0.0,,,,,
btc-updown-5m-1777075500,08:05-08:10,2026-04-25 00:05:01+00:00,2026-04-25 00:05:00+00:00,123,50,77445.58,77480.16,77484.0,34.580000000001746,4.465070827799565,0.355,0.655,0.30000000000000004,1.0,1.0,0.0,,,1.0,0.33499999999999996,-0.355
btc-updown-5m-1777075800,08:10-08:15,2026-04-25 00:10:01+00:00,2026-04-25 00:10:00+00:00,123,50,77483.44,77445.93,77450.63,-37.51000000000931,-4.84103441974302,0.375,0.195,-0.18,1.0,1.0,0.0,,,0.0,-0.20500000000000002,0.18500000000000005
btc-updown-5m-1777076100,08:15-08:20,2026-04-25 00:15:00+00:00,2026-04-25 00:15:00+00:00,122,48,77450.64,77438.13,77388.31,-12.509999999994761,-1.6152222886724708,0.505,0.425,-0.08000000000000002,1.0,1.0,0.0,,,0.0,-0.435,0.41500000000000004
btc-updown-5m-1777076400,08:20-08:25,2026-04-25 00:20:02+00:00,2026-04-25 00:20:00+00:00,122,49,77402.19,77392.68,77390.01,-9.510000000009313,-1.228647406489314,0.615,0.515,-0.09999999999999998,1.0,1.0,0.0,,,0.0,-0.525,0.505
btc-updown-5m-1777076700,08:25-08:30,2026-04-25 00:25:02+00:00,2026-04-25 00:25:00+00:00,124,50,77390.01,77364.02,77341.81,-25.989999999990687,-3.358314593833324,0.525,0.315,-0.21000000000000002,1.0,1.0,0.0,,,0.0,-0.325,0.30499999999999994
btc-updown-5m-1777077000,08:30-08:35,2026-04-25 00:30:03+00:00,2026-04-25 00:30:00+00:00,120,48,,77362.06,77371.93,,,0.555,0.705,0.1499999999999999,1.0,1.0,0.0,,,,,
btc-updown-5m-1777077300,08:35-08:40,2026-04-25 00:35:00+00:00,2026-04-25 00:35:00+00:00,122,48,77371.93,77372.0,77418.55,0.07000000000698492,0.009047208723756138,0.455,0.465,0.010000000000000009,1.0,1.0,0.0,,,1.0,0.5249999999999999,-0.5449999999999999
btc-updown-5m-1777077600,08:40-08:45,2026-04-25 00:40:01+00:00,2026-04-25 00:40:00+00:00,122,49,77418.55,77440.8,77392.26,22.25,2.873988210835775,0.515,0.835,0.31999999999999995,1.0,1.0,0.0,,,0.0,-0.845,0.825
btc-updown-5m-1777077900,08:45-08:50,2026-04-25 00:45:02+00:00,2026-04-25 00:45:00+00:00,121,50,77392.26,77417.64,77436.01,25.380000000004657,3.279397707213184,0.735,0.875,0.14,1.0,1.0,0.0,,,1.0,0.115,-0.135
btc-updown-5m-1777078200,08:50-08:55,2026-04-25 00:50:02+00:00,2026-04-25 00:50:00+00:00,120,49,,77436.11,77440.22,,,0.625,0.665,0.040000000000000036,1.0,1.0,0.0,,,,,
btc-updown-5m-1777078500,08:55-09:00,2026-04-25 00:55:02+00:00,2026-04-25 00:55:00+00:00,121,50,77440.23,77461.98,77483.43,21.75,2.8086176913472496,0.615,0.855,0.24,1.0,1.0,0.0,,,1.0,0.135,-0.15500000000000003
btc-updown-5m-1777078800,09:00-09:05,2026-04-25 01:00:02+00:00,2026-04-25 01:00:00+00:00,116,49,77498.01,77497.95,77477.44,-0.059999999997671694,-0.007742134281599191,0.545,0.745,0.19999999999999996,1.0,1.0,0.0,,,0.0,-0.755,0.735
btc-updown-5m-1777079100,09:05-09:10,2026-04-25 01:05:02+00:00,2026-04-25 01:05:00+00:00,115,45,77477.35,77474.18,77476.88,-3.1700000000128057,-0.40915183598984806,0.485,0.365,-0.12,1.0,1.0,0.0,,,0.0,-0.375,0.355
btc-updown-5m-1777079400,09:10-09:15,2026-04-25 01:10:01+00:00,2026-04-25 01:10:00+00:00,114,50,77476.88,77489.99,77532.01,13.110000000000582,1.6921177001449441,0.495,0.755,0.26,1.0,1.0,0.0,,,1.0,0.235,-0.255
btc-updown-5m-1777079700,09:15-09:20,2026-04-25 01:15:03+00:00,2026-04-25 01:15:00+00:00,112,43,,77543.39,77544.65,,,0.455,0.575,0.11999999999999994,1.0,1.0,0.0,,,,,
btc-updown-5m-1777080000,09:20-09:25,2026-04-25 01:20:02+00:00,2026-04-25 01:20:00+00:00,118,48,77544.64,77526.04,77515.12,-18.60000000000582,-2.3986183958047675,0.425,0.315,-0.10999999999999999,1.0,1.0,0.0,,,0.0,-0.325,0.30499999999999994
btc-updown-5m-1777080300,09:25-09:30,2026-04-25 01:25:01+00:00,2026-04-25 01:25:00+00:00,122,50,77515.12,77518.42,77509.68,3.3000000000029104,0.4257233943523419,0.485,0.585,0.09999999999999998,1.0,1.0,0.0,,,0.0,-0.595,0.575
btc-updown-5m-1777080600,09:30-09:35,2026-04-25 01:30:02+00:00,2026-04-25 01:30:00+00:00,121,50,77509.67,77529.99,77568.36,20.320000000006985,2.6216083748011036,0.475,0.585,0.10999999999999999,1.0,1.0,0.0,,,1.0,0.405,-0.42500000000000004
btc-updown-5m-1777080900,09:35-09:40,2026-04-25 01:35:00+00:00,2026-04-25 01:35:00+00:00,119,48,77568.36,77555.89,77568.06,-12.470000000001164,-1.607614238589183,0.465,0.235,-0.23000000000000004,1.0,1.0,0.0,,,0.0,-0.245,0.22499999999999998
btc-updown-5m-1777081200,09:40-09:45,2026-04-25 01:40:01+00:00,2026-04-25 01:40:00+00:00,121,50,77568.06,77574.0,77582.75,5.940000000002328,0.7657791106290822,0.475,0.465,-0.009999999999999953,1.0,1.0,0.0,,,1.0,0.5249999999999999,-0.5449999999999999
btc-updown-5m-1777081500,09:45-09:50,2026-04-25 01:45:02+00:00,2026-04-25 01:45:00+00:00,120,50,77582.75,77601.53,77611.83,18.779999999998836,2.4206411863460415,0.635,0.585,-0.050000000000000044,1.0,1.0,0.0,,,1.0,0.405,-0.42500000000000004
btc-updown-5m-1777081800,09:50-09:55,2026-04-25 01:50:01+00:00,2026-04-25 01:50:00+00:00,121,49,77611.82,77592.34,77583.0,-19.480000000010477,-2.5099269673112263,0.415,0.175,-0.24,1.0,1.0,0.0,,,0.0,-0.185,0.16500000000000004
btc-updown-5m-1777082100,09:55-10:00,2026-04-25 01:55:02+00:00,2026-04-25 01:55:00+00:00,121,50,,77576.1,77559.96,,,0.485,0.395,-0.08999999999999997,1.0,1.0,0.0,,,,,
btc-updown-5m-1777082400,10:00-10:05,2026-04-25 02:00:02+00:00,2026-04-25 02:00:00+00:00,122,50,,77576.09,77526.08,,,0.505,0.705,0.19999999999999996,1.0,1.0,0.0,,,,,
btc-updown-5m-1777082700,10:05-10:10,2026-04-25 02:05:01+00:00,2026-04-25 02:05:00+00:00,122,50,77532.63,77553.25,77586.03,20.619999999995343,2.6595254152987384,0.565,0.595,0.030000000000000027,1.0,1.0,0.0,,,1.0,0.395,-0.41500000000000004
btc-updown-5m-1777083000,10:10-10:15,2026-04-25 02:10:00+00:00,2026-04-25 02:10:00+00:00,123,50,77586.02,77607.88,77563.93,21.860000000000582,2.8175178981987448,0.475,0.565,0.08999999999999997,1.0,1.0,0.0,,,0.0,-0.575,0.5549999999999999
btc-updown-5m-1777083300,10:15-10:20,2026-04-25 02:15:00+00:00,2026-04-25 02:15:00+00:00,121,50,77566.97,77578.56,77593.21,11.589999999996508,1.4941926956791671,0.645,0.765,0.12,1.0,1.0,0.0,,,1.0,0.22499999999999998,-0.245
btc-updown-5m-1777083600,10:20-10:25,2026-04-25 02:20:01+00:00,2026-04-25 02:20:00+00:00,121,50,77593.21,77585.97,77614.29,-7.240000000005239,-0.9330713344640901,0.655,0.625,-0.030000000000000027,1.0,1.0,0.0,,,1.0,0.365,-0.385
btc-updown-5m-1777083900,10:25-10:30,2026-04-25 02:25:01+00:00,2026-04-25 02:25:00+00:00,123,50,77614.29,77624.48,77658.49,10.190000000002328,1.312902559567617,0.615,0.725,0.10999999999999999,1.0,1.0,0.0,,,1.0,0.265,-0.28500000000000003
btc-updown-5m-1777084200,10:30-10:35,2026-04-25 02:30:01+00:00,2026-04-25 02:30:00+00:00,121,50,77658.49,77662.39,77650.73,3.8999999999941792,0.5021987937177479,0.395,0.585,0.18999999999999995,1.0,1.0,0.0,,,0.0,-0.595,0.575
btc-updown-5m-1777084500,10:35-10:40,2026-04-25 02:35:00+00:00,2026-04-25 02:35:00+00:00,125,50,77650.72,77647.45,77653.83,-3.2700000000040745,-0.42111650735551126,0.465,0.385,-0.08000000000000002,1.0,1.0,0.0,,,1.0,0.605,-0.625
btc-updown-5m-1777084800,10:40-10:45,2026-04-25 02:40:07+00:00,2026-04-25 02:40:00+00:00,121,50,,77640.89,77650.71,,,0.475,0.275,-0.19999999999999996,1.0,1.0,0.0,,,,,
btc-updown-5m-1777085100,10:45-10:50,2026-04-25 02:45:01+00:00,2026-04-25 02:45:00+00:00,122,48,77650.71,77640.89,77650.68,-9.820000000006985,-1.264637502993467,0.48,0.31,-0.16999999999999998,1.0,1.0,0.0,,,0.0,-0.32,0.30000000000000004
btc-updown-5m-1777085400,10:50-10:55,2026-04-25 02:50:00+00:00,2026-04-25 02:50:00+00:00,123,49,77650.68,77651.19,77656.19,0.5100000000093132,0.06567875516470857,0.485,0.575,0.08999999999999997,1.0,1.0,0.0,,,1.0,0.41500000000000004,-0.43500000000000005
btc-updown-5m-1777085700,10:55-11:00,2026-04-25 02:55:02+00:00,2026-04-25 02:55:00+00:00,123,50,77656.19,77656.19,77639.19,0.0,0.0,0.495,0.565,0.06999999999999995,1.0,1.0,0.0,,,0.0,-0.575,0.5549999999999999
btc-updown-5m-1777086000,11:00-11:05,2026-04-25 03:00:02+00:00,2026-04-25 03:00:00+00:00,121,48,,77633.78,77670.64,,,0.585,0.415,-0.16999999999999998,1.0,1.0,0.0,,,,,
btc-updown-5m-1777086300,11:05-11:10,2026-04-25 03:05:00+00:00,2026-04-25 03:05:00+00:00,121,48,77670.64,77675.92,77625.01,5.279999999998836,0.6797935487590725,0.56,0.585,0.02499999999999991,1.0,1.0,0.0,,,0.0,-0.595,0.575
btc-updown-5m-1777086600,11:10-11:15,2026-04-25 03:10:00+00:00,2026-04-25 03:10:00+00:00,121,48,77625.02,77620.01,77606.78,-5.010000000009313,-0.6454104617311935,0.495,0.465,-0.02999999999999997,1.0,1.0,0.0,,,0.0,-0.47500000000000003,0.45500000000000007
btc-updown-5m-1777086900,11:15-11:20,2026-04-25 03:15:02+00:00,2026-04-25 03:15:00+00:00,120,48,77606.78,77604.79,77623.53,-1.9900000000052387,-0.25642089518534833,0.495,0.425,-0.07,1.0,1.0,0.0,,,1.0,0.565,-0.585
btc-updown-5m-1777087200,11:20-11:25,2026-04-25 03:20:01+00:00,2026-04-25 03:20:00+00:00,123,49,77623.54,77627.76,77604.41,4.220000000001164,0.5436495166287397,0.525,0.615,0.08999999999999997,1.0,1.0,0.0,,,0.0,-0.625,0.605
btc-updown-5m-1777087500,11:25-11:30,2026-04-25 03:25:02+00:00,2026-04-25 03:25:00+00:00,123,49,,77602.15,77581.85,,,0.515,0.375,-0.14,1.0,1.0,0.0,,,,,
btc-updown-5m-1777087800,11:30-11:35,2026-04-25 03:30:02+00:00,2026-04-25 03:30:00+00:00,120,47,77581.85,77589.44,77614.64,7.5899999999965075,0.9783216048594493,0.525,0.685,0.16000000000000003,1.0,1.0,0.0,,,1.0,0.30499999999999994,-0.32499999999999996
btc-updown-5m-1777088100,11:35-11:40,2026-04-25 03:35:01+00:00,2026-04-25 03:35:00+00:00,122,48,77614.64,77622.9,77647.9,8.259999999994761,1.0642322118603864,0.505,0.725,0.21999999999999997,1.0,1.0,0.0,,,1.0,0.265,-0.28500000000000003
btc-updown-5m-1777088400,11:40-11:45,2026-04-25 03:40:03+00:00,2026-04-25 03:40:00+00:00,119,48,,77690.07,77700.0,,,0.595,0.925,0.33000000000000007,1.0,1.0,0.0,,,,,
btc-updown-5m-1777088700,11:45-11:50,2026-04-25 03:45:02+00:00,2026-04-25 03:45:00+00:00,121,48,,77726.28,77719.61,,,0.465,0.815,0.3499999999999999,1.0,1.0,0.0,,,,,
btc-updown-5m-1777089000,11:50-11:55,2026-04-25 03:50:01+00:00,2026-04-25 03:50:00+00:00,11,11,77713.05,77713.05,77713.05,0.0,0.0,0.415,0.375,-0.03999999999999998,1.0,1.0,0.0,,,0.0,-0.385,0.365
